Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
38,12:40:42,30.2,33.8,32.5,33.9,35.3,35.8
39,12:40:43,30.1,33.5,32.5,33.6,34.9,35.8
40,12:40:44,30.2,33.2,33,33.3,34.6,35.8
41,12:40:45,30.2,33.1,32.9,33.2,34.3,35.8
42,12:40:46,30.6,32.8,33,33,34.1,35.6
43,12:40:47,30.6,32.7,32.8,32.8,33.8,35.6
44,12:40:48,30.6,32.2,32.7,32.3,33.5,35.6
45,12:40:49,30.7,31.8,32.9,31.9,33.2,35.6
46,12:40:50,30.6,31.8,33.2,32,33,35.6
47,12:40:51,30.6,31.4,33.2,31.5,32.8,35.6
48,12:40:52,30.6,30.9,33.3,31.1,32.5,35.7
49,12:40:53,30.7,30.5,33.3,30.6,32.2,35.7
50,12:40:54,30.6,30.3,33.2,30.5,31.9,35.7
51,12:40:55,30.6,30.2,33.4,30.4,31.6,35.7
52,12:40:56,30.5,30,33.7,30.2,31.3,35.7
53,12:40:57,30.6,29.5,33.5,29.8,31,35.6
54,12:40:58,30.6,29.3,33.2,29.5,30.8,35.6
55,12:40:59,30.8,29.1,32.5,29.2,30.5,35.6
56,12:41:00,30.9,28.6,31.9,28.7,30.2,35.6
57,12:41:01,30.9,28.8,31.4,28.8,29.9,35.6
58,12:41:02,31.2,28.8,30.5,28.8,29.6,35.7
59,12:41:03,31.4,28.3,30.5,28.3,29.4,35.7
60,12:41:04,31.1,27.8,30.4,27.9,29.2,35.7
61,12:41:05,31.6,27.1,30.5,27.1,28.8,35.7
62,12:41:06,31.4,26.6,29.8,26.6,28.5,35.7
63,12:41:07,31.4,26.4,29.2,26.4,28.1,35.6
64,12:41:08,31.3,26.4,28.7,26.4,27.8,35.6
65,12:41:09,31.1,26.7,28.4,26.8,27.6,35.6
66,12:41:10,30.8,27.2,27.8,27.3,27.4,35.6
67,12:41:11,30.5,26.8,27.4,27,27.2,35.6
68,12:41:12,30.3,27.2,27,27.3,27.1,35.6
69,12:41:13,30.2,27.6,26.9,27.8,27,35.6
70,12:41:14,30.2,27.3,26.4,27.5,27,35.6
71,12:41:15,30.1,27.1,25.8,27.4,27,35.6
72,12:41:16,30.1,27.1,25.3,27.5,27.1,35.6
73,12:41:17,30.1,26.7,25.1,27.2,27.2,35.6
74,12:41:18,30.1,26.7,24.5,27.3,27.3,35.6
75,12:41:19,30,26.9,24.1,27.6,27.4,35.6
76,12:41:20,29.9,27.1,23.4,27.8,27.4,35.6
77,12:41:21,30,26.7,23.1,27.6,27.5,35.6
78,12:41:22,30,26.4,22.9,27.3,27.5,35.5
79,12:41:23,30,26.5,22.3,27.6,27.5,35.5
80,12:41:24,30,26.4,21.5,27.7,27.5,35.5
81,12:41:25,30.1,25.9,21,27.4,27.5,35.5
82,12:41:26,30.1,25.6,20.7,27.2,27.5,35.4
83,12:41:27,30.1,25.2,20.3,27.1,27.5,35.4
84,12:41:28,30.1,24.8,20.4,26.6,27.4,35.4
85,12:41:29,30.2,24.6,20.4,26.4,27.3,35.4
86,12:41:30,30.2,24.5,20,26.4,27.1,35.4
87,12:41:31,30.3,24.7,19.3,26.9,27.1,35.6
88,12:41:32,30.3,24.9,18.9,27.3,27.1,35.6
89,12:41:33,30.3,25.2,17.7,28.1,27.1,35.6
90,12:41:34,30.4,24.6,16.8,27.9,27.1,35.6
91,12:41:35,30.4,24.3,16.2,28,27.2,35.6
92,12:41:36,30.3,24.6,15.1,28.7,27.3,35.7
93,12:41:37,30.4,24,14.5,28.6,27.5,35.7
94,12:41:38,30.5,24,13.7,29,27.7,35.7
95,12:41:39,30.7,24.6,12.5,30.2,28.1,35.7
96,12:41:40,30.8,24.7,11.8,30.7,28.5,35.7
97,12:41:41,30.7,25.6,11.2,31.7,29,35.7
98,12:41:42,30.4,26.5,11.6,32.3,29.5,35.7
99,12:41:43,30.2,27.6,12.1,32.9,30,35.7
100,12:41:44,30.1,28,13.1,32.7,30.5,35.7
101,12:41:45,30,29.3,13.7,33.6,31,35.7
102,12:41:46,29.9,30.6,13.6,34.7,31.6,35.7
103,12:41:47,29.9,31.2,13.1,35.5,32.3,35.8
104,12:41:48,29.9,31.4,13,35.7,33,35.8
105,12:41:49,29.9,31.9,12.9,36.2,33.6,35.8
106,12:41:50,30,32.9,13,37.1,34.2,35.8
107,12:41:51,29.9,33.4,13.1,37.4,34.8,35.9
108,12:41:52,29.9,33.8,13.8,37.5,35.3,35.9
109,12:41:53,29.9,34.1,14.4,37.5,35.8,35.9
110,12:41:54,29.8,34,15.1,37.1,36.2,35.9
111,12:41:55,29.7,34.1,15.9,36.9,36.6,35.9
112,12:41:56,29.7,34.8,16.2,37.4,36.8,36.3
113,12:41:57,29.7,35.5,16.8,37.9,37.1,36.3
114,12:41:58,29.6,35.4,17.4,37.6,37.3,36.3
115,12:41:59,29.6,35.5,17.9,37.6,37.4,36.3
116,12:42:00,29.6,35.2,18.4,37.1,37.4,36.3
117,12:42:01,29.8,34.9,18.8,36.6,37.3,36.4
118,12:42:02,29.7,35.3,19.6,36.8,37.2,36.4
119,12:42:03,29.6,34.8,20.6,36,37.1,36.4
120,12:42:04,29.7,33.7,20.8,35,36.9,36.4
121,12:42:05,29.8,32.5,21.4,33.6,36.6,36.4
122,12:42:06,30.1,31.2,22.3,32.2,36,36.4
123,12:42:07,29.9,30.6,22.9,31.4,35.4,36.3
124,12:42:08,29.9,29.4,23.4,30.2,34.6,36.3
125,12:42:09,30,29.3,24.3,29.9,33.9,36.3
126,12:42:10,30.1,28.6,25.5,29,33.1,36.3
127,12:42:11,30.3,27.4,26.2,27.7,32.2,36.3
128,12:42:12,30.5,26.2,26.7,26.4,31.1,36.4
129,12:42:13,30.8,24.9,26.1,25.2,30,36.4
130,12:42:14,31,24.7,25.3,25.1,29.1,36.4
131,12:42:15,31.2,23.7,23.5,24.5,28.1,36.4
132,12:42:16,31.4,22.8,21.9,24.2,27.3,36.4
133,12:42:17,31.4,21.6,21,23.4,26.5,36.4
134,12:42:18,31.4,20.4,20.4,22.5,25.8,36.4
135,12:42:19,31.4,19.8,19.9,22.3,25,36.4
136,12:42:20,31.3,19,18.9,22,24.3,36.4
137,12:42:21,31.3,18.6,17.8,22.2,23.8,36.5
138,12:42:22,31.3,17.4,16.9,21.8,23.3,36.5
139,12:42:23,31.3,16.6,16,21.8,23,36.5
140,12:42:24,31.3,16,16,21.3,22.6,36.5
141,12:42:25,31.4,14.8,16.3,20.2,22.2,36.5
142,12:42:26,31.6,14.3,16.7,19.5,21.7,36.4
143,12:42:27,31.6,14.3,16.9,19.4,21.3,36.4
144,12:42:28,31.9,13.2,17.4,18.3,20.9,36.4
145,12:42:29,32.1,11.5,18.2,16.5,20.3,36.4
146,12:42:30,32.3,10.4,18.6,15.4,19.6,36.4
147,12:42:31,32.5,10.2,19.4,14.7,18.9,36.4
148,12:42:32,32.6,9.8,20.5,13.7,18.1,36.3
149,12:42:33,32.8,9.2,21.5,12.5,17.1,36.3
150,12:42:34,33.2,8,21.5,11.7,16.2,36.3
151,12:42:35,33.2,7.5,20.7,11.9,15.4,36.3
152,12:42:36,32.8,7.5,19.4,12.9,14.7,36.3
153,12:42:37,32.5,7.2,18.2,13.9,14.1,36
154,12:42:38,32.1,7.5,17.1,14.9,13.8,36
155,12:42:39,31.9,7.6,16.5,15.5,13.7,36
156,12:42:40,31.9,7.8,15.8,16.2,13.8,36
157,12:42:41,32,7.9,15.6,16.5,14,35.9
158,12:42:42,31.9,8.2,15.2,16.9,14.3,35.9
159,12:42:43,31.9,8.4,14.9,17.2,14.8,35.9
160,12:42:44,31.9,8.4,14.5,17.6,15.4,35.9
161,12:42:45,31.9,8.2,14.3,17.7,15.9,35.9
162,12:42:46,31.9,7.8,14.4,17.5,16.4,35.9
163,12:42:47,31.9,7.5,14.3,17.4,16.7,35.9
164,12:42:48,31.9,7.4,13.9,17.7,17,35.9
165,12:42:49,31.8,7.4,13.3,18.2,17.3,35.9
166,12:42:50,31.8,7.4,12.9,18.6,17.5,35.9
167,12:42:51,31.6,7.4,12.4,19.1,17.8,35.8
168,12:42:52,31.6,7.2,12.2,19.2,18,35.8
169,12:42:53,31.5,7.7,11.9,19.7,18.3,35.8
170,12:42:54,31.5,7.9,11.6,20.1,18.5,35.8
171,12:42:55,31.4,8.2,11.6,20.2,18.8,35.8
172,12:42:56,31.5,8.5,11.5,20.4,19.1,35.8
173,12:42:57,31.5,8.7,11.3,20.6,19.4,35.8
174,12:42:58,31.5,8.9,11.2,20.8,19.7,35.8
175,12:42:59,31.5,9.1,11.1,20.9,20,35.8
176,12:43:00,31.4,9.3,11.1,21,20.2,35.8
177,12:43:01,31.1,9.4,11,21.2,20.4,35.5
178,12:43:02,31.1,9.4,10.9,21.3,20.6,35.5
179,12:43:03,31.1,9.4,10.8,21.4,20.8,35.5
180,12:43:04,31,9.5,10.8,21.4,20.9,35.5
181,12:43:05,31,9.7,10.8,21.5,21,35.5
182,12:43:06,31.2,10,10.8,21.6,21.2,35.6
183,12:43:07,31.2,10,10.7,21.7,21.3,35.6
184,12:43:08,31.2,9.8,10.6,21.7,21.4,35.6
185,12:43:09,31.2,10.1,10.1,22.3,21.5,35.6
186,12:43:10,31.2,10.3,9.7,22.8,21.7,35.6
187,12:43:11,31,10.3,9.7,22.8,21.8,35.5
188,12:43:12,31,10.3,9.7,22.8,22,35.5
189,12:43:13,31,10.5,9.6,23,22.2,35.5
190,12:43:14,31,10.5,9.5,23.1,22.3,35.5
191,12:43:15,31,10.5,9.5,23.1,22.5,35.5
192,12:43:16,31,10.5,9.5,23.1,22.6,35.4
193,12:43:17,31,10.5,9.5,23.1,22.8,35.4
194,12:43:18,31,10.5,9.5,23.1,22.9,35.4
195,12:43:19,31,10.5,9.5,23.1,23,35.4
196,12:43:20,31,10.5,9.2,23.3,23,35.4
197,12:43:21,31.2,10.5,9.4,23.2,23.1,35.3
198,12:43:22,31.2,10.9,9.5,23.2,23.1,35.3
199,12:43:23,31.1,11.3,8.8,24,23.2,35.3
200,12:43:24,31,11.9,7.5,25.5,23.5,35.3
201,12:43:25,30.9,13.1,6.8,26.6,23.8,35.3
202,12:43:26,31.1,13.7,7.6,26.3,24.1,35.5
203,12:43:27,31.1,13.5,8.8,25.1,24.3,35.5
204,12:43:28,31.4,12.5,9.9,23.7,24.4,35.5
205,12:43:29,31.6,11.5,10.1,23,24.4,35.5
206,12:43:30,31.6,10.9,10.7,22.1,24.3,35.5
207,12:43:31,31.9,10.3,11.1,21.5,24.1,35.4
208,12:43:32,31.9,9.6,11.1,21.2,23.9,35.4
209,12:43:33,32,8.7,11.6,20.4,23.5,35.4
210,12:43:34,32.1,8.2,12.2,19.6,22.9,35.4
211,12:43:35,32.2,7.6,12.8,18.8,22.2,35.4
212,12:43:36,32,6.8,12.7,18.6,21.4,35.5
213,12:43:37,32.2,6.2,13.3,17.8,20.7,35.5
214,12:43:38,32.3,5.9,14.1,17,20,35.5
215,12:43:39,32.5,5.1,14.8,16,19.3,35.5
216,12:43:40,32.8,4.4,16.1,14.6,18.5,35.5
217,12:43:41,33.3,4.1,17.4,13.2,17.7,35.5
218,12:43:42,33.5,4.1,18.7,12,16.8,35.5
219,12:43:43,33.7,4.4,19.3,11.5,15.9,35.5
220,12:43:44,33.6,5,19.6,11.5,15.1,35.5
221,12:43:45,33.7,5.7,20.4,11.2,14.3,35.5
222,12:43:46,33.9,6.1,21.3,10.6,13.5,35.7
223,12:43:47,34.1,6,22.5,9.6,12.7,35.7
224,12:43:48,34.2,6.2,23.5,9,11.9,35.7
225,12:43:49,34.5,6,24.7,8,11.1,35.7
226,12:43:50,34.6,5.4,24.9,7.4,10.4,35.7
227,12:43:51,34.4,4.4,25.2,6.5,9.7,35.8
228,12:43:52,34.6,4.2,26,5.8,9.1,35.8
229,12:43:53,35,3.3,26.7,4.7,8.4,35.8
230,12:43:54,35.5,2.7,27.6,3.6,7.6,35.8
231,12:43:55,35.5,1.6,27.7,2.8,6.8,35.8
232,12:43:56,35.7,1.4,27.3,3,6,36.2
233,12:43:57,35.3,1.8,26.4,4.1,5.5,36.2
234,12:43:58,35,3.2,26,5.1,5.1,36.2
235,12:43:59,34.8,4.8,26.2,6.1,4.9,36.2
236,12:44:00,35,5.9,27,6.6,4.8,36.2
237,12:44:01,34.8,7,27.2,7.6,4.9,36.2
238,12:44:02,34.5,8.6,27.7,8.9,5.2,36.2
239,12:44:03,34.3,9.7,28.6,9.8,5.8,36.2
240,12:44:04,34.1,10.9,29.4,10.9,6.5,36.2
241,12:44:05,34.1,11.8,30.3,11.8,7.4,36.2
242,12:44:06,34.2,12.7,31.3,12.7,8.4,36.4
243,12:44:07,33.8,13.2,32.5,13.5,9.3,36.4
244,12:44:08,33.3,14.2,33.1,14.5,10.2,36.4
245,12:44:09,33.1,14.5,33.6,14.9,11.1,36.4
246,12:44:10,32.5,15.3,34.9,16,12.1,36.4
247,12:44:11,32.4,15.1,36.3,16.3,12.9,36.6
248,12:44:12,32,15.1,37.8,17,13.7,36.6
249,12:44:13,31.9,14.5,39.3,17.2,14.5,36.6
250,12:44:14,31.8,14.9,40.7,18.4,15.2,36.6
251,12:44:15,31.7,15.4,42.2,19.7,16,36.6
252,12:44:16,31.6,15.5,43.8,20.8,16.8,36.6
253,12:44:17,31.3,15.2,45.1,21.4,17.6,36.6
254,12:44:18,31.4,14.2,46,21.4,18.3,36.6
255,12:44:19,31.5,12.8,46.3,20.8,18.9,36.6
256,12:44:20,31.5,11.5,46.9,20.4,19.3,36.6
257,12:44:21,31.8,10.3,46.9,19.8,19.7,36.4
258,12:44:22,31.7,8.8,47,19.1,19.9,36.4
259,12:44:23,32,7.5,46.2,17.9,20,36.4
260,12:44:24,32.1,6.1,45.6,16.8,19.8,36.4
261,12:44:25,32.3,5.4,44.4,15.4,19.4,36.4
262,12:44:26,33.3,5,42.9,13.8,18.7,36.2
263,12:44:27,33.7,4.2,41.6,12.3,17.8,36.2
264,12:44:28,34,3.7,40.6,11.2,16.7,36.2
265,12:44:29,35,4,39.3,10.1,15.7,36.2
266,12:44:30,34.9,3.8,37.8,8.7,14.5,36.2
267,12:44:31,34.8,4.8,36.8,8.3,13.4,36
268,12:44:32,34.7,6,36.5,8.8,12.3,36
269,12:44:33,34.9,7,35.1,8.7,11.4,36
270,12:44:34,35.1,7.1,33.4,7.9,10.5,36
271,12:44:35,34.8,7.7,31.4,7.8,9.8,36
272,12:44:36,34.8,8,29.5,8.1,9.2,35.9
273,12:44:37,34.6,8.2,27.7,8.5,8.8,35.9
274,12:44:38,34.1,8.5,25.6,9.5,8.6,35.9
275,12:44:39,33.8,8.4,24.1,10.3,8.7,35.9
276,12:44:40,33.3,8.5,22.5,11.3,8.9,35.9
277,12:44:41,33.1,10,21.3,13.2,9.4,35.7
278,12:44:42,31.9,10.3,19.6,14.6,10,35.7
279,12:44:43,31,10.1,17.8,15.9,10.7,35.7
280,12:44:44,31.1,8.9,15.8,16.8,11.6,35.7
281,12:44:45,31.4,7.5,15,16.7,12.5,35.7
282,12:44:46,31.9,5.7,14.6,16.4,13.3,35.6
283,12:44:47,32,5.2,15.3,15.6,14,35.6
284,12:44:48,32.5,4.2,16.8,13.8,14.5,35.6
285,12:44:49,33.4,3.4,18.3,12.2,14.7,35.6
286,12:44:50,34,2.9,19.9,10.6,14.6,35.6
287,12:44:51,34.3,2.2,21.6,8.6,14.1,35.4
288,12:44:52,34.4,1.6,23.2,7,13.4,35.4
289,12:44:53,34.8,1.4,24.7,5.5,12.3,35.4
290,12:44:54,34.9,1.8,26.1,4.3,11.1,35.4
291,12:44:55,35.2,1.8,27.4,3.1,9.7,35.4
292,12:44:56,35.7,1.8,29.3,1.9,8.3,35.6
293,12:44:57,35.9,3.1,30.6,3.1,7,35.6
294,12:44:58,35.8,3.8,32.5,4.6,6.1,35.6
295,12:44:59,35.3,4.3,34.5,6.2,5.5,35.6
296,12:45:00,34.8,4.8,36.1,7.8,5.2,35.6
297,12:45:01,34.3,5.5,37.3,9.2,5.3,35.6
298,12:45:02,34,4.8,38.5,9.7,5.5,35.6
299,12:45:03,33.6,3.5,39.6,10.2,6,35.6
300,12:45:04,33.1,3.6,41.1,11.7,6.8,35.6
301,12:45:05,33.5,3.2,40.1,10.6,7.5,35.6
302,12:45:06,34.4,3.2,38,8.6,8.2,35.8
303,12:45:07,34.4,3.3,38,8.7,8.7,35.8
304,12:45:08,34.3,3.2,38.2,8.8,9.2,35.8
305,12:45:09,34.6,2.6,37.7,8.2,9.3,35.8
306,12:45:10,35.3,1.5,35.7,5.9,9.2,35.8
307,12:45:11,36.1,1.1,33.6,3.8,8.6,36.1
308,12:45:12,36.3,0.9,32,2.2,7.9,36.1
309,12:45:13,36.2,0.8,30.4,0.9,6.9,36.1
310,12:45:14,35.9,0.8,28.3,1.9,6,36.1
311,12:45:15,35.4,1,26.3,3.9,5.3,36.1
312,12:45:16,35.3,1.4,24.3,5.9,5,36.3
313,12:45:17,34.9,2.2,22,8.3,5,36.3
314,12:45:18,34.5,3.6,20.2,10.5,5.1,36.3
315,12:45:19,34.2,3.7,19.2,11.4,5.5,36.3
316,12:45:20,33.6,3.8,17.1,13.4,6.2,36.3
317,12:45:21,32.3,5.8,15.6,15.6,7.4,36.5
318,12:45:22,31.9,7.8,14.5,17.4,8.9,36.5
319,12:45:23,31.9,10.2,14.7,18.4,10.7,36.5
320,12:45:24,31.7,12.1,15.4,18.9,12.4,36.5
321,12:45:25,31.1,14.3,16.9,19.4,13.9,36.5
322,12:45:26,31.1,16,18.7,19.6,15.3,36.6
323,12:45:27,31,18.1,20.1,20.7,16.5,36.6
324,12:45:28,31.1,18.5,22.2,20,17.5,36.6
325,12:45:29,31.2,18.6,24.6,19.3,18.3,36.6
326,12:45:30,31.8,18.5,27.4,18.6,18.8,36.6
327,12:45:31,31.8,18,30.1,18,19,36.7
328,12:45:32,32,17.2,32.7,17.4,19,36.7
329,12:45:33,32.4,15.4,35.4,16.3,18.8,36.7
330,12:45:34,32.5,13.5,37.4,15.4,18.5,36.7
331,12:45:35,32.8,11,38.4,13.8,17.9,36.7
332,12:45:36,34.4,8.6,38.1,11.8,17.1,36.7
333,12:45:37,34.9,7,37,9.9,16.1,36.7
334,12:45:38,35.4,5,36.5,8.2,14.9,36.7
335,12:45:39,36.6,3.7,34.8,6.1,13.6,36.7
336,12:45:40,37,4,32.9,4.9,12.2,36.7
337,12:45:41,35.8,6,33.5,7,11.1,36.6
338,12:45:42,34.7,8.6,34.6,9.7,10.3,36.6
339,12:45:43,33,11.4,36.1,13,10,36.6
340,12:45:44,32.4,13.6,37.6,15.6,10,36.6
341,12:45:45,32.3,14,39.9,17.2,10.3,36.6
342,12:45:46,32.4,14.4,43.2,19.5,11.1,36.5
343,12:45:47,31.9,14.2,46.4,21.7,12.3,36.5
344,12:45:48,31.6,14,48.5,23.3,13.8,36.5
345,12:45:49,31.4,12.7,49.8,23.5,15.5,36.5
346,12:45:50,31.3,10.5,50.3,22.9,17.3,36.5
347,12:45:51,31.8,8.8,49.5,21.4,18.8,36.4
348,12:45:52,32.3,8,47.3,19.1,19.7,36.4
349,12:45:53,32.7,6.8,45,16.4,20.1,36.4
350,12:45:54,33.4,5.9,43,14.3,19.9,36.4
351,12:45:55,33.8,4.5,42,12.9,19.5,36.4
352,12:45:56,33.5,4.1,42.8,13.4,18.9,36.1
353,12:45:57,33.4,4.8,43.1,13.9,18.1,36.1
354,12:45:58,33.4,6,41.4,12.9,17.1,36.1
355,12:45:59,33.3,8.2,40.2,13.1,16,36.1
356,12:46:00,32.7,10.5,40.9,15.1,15.2,36.1
357,12:46:01,32.1,12.2,43.1,17.9,14.9,35.8
358,12:46:02,31.9,12.9,46.2,20.7,15.1,35.8
359,12:46:03,31.9,12.7,48.9,22.7,15.7,35.8
360,12:46:04,32.1,11,50.4,23.2,16.6,35.8
361,12:46:05,32,11.1,52,24.7,17.8,35.8
362,12:46:06,32.1,12.7,53.4,26.6,19.1,35.6
363,12:46:07,31.7,13.9,54.6,28.3,20.5,35.6
364,12:46:08,31.2,15.7,56.2,30.6,22.3,35.6
365,12:46:09,31.1,18.2,57.1,32.6,24.2,35.6
366,12:46:10,30.8,20.3,57.5,34.1,26.1,35.6
367,12:46:11,31,23.5,57.3,36,28,35.5
368,12:46:12,30.7,26.2,56.4,37.2,29.6,35.5
369,12:46:13,30.1,29,56.6,39.4,31.3,35.5
370,12:46:14,30,31.9,57.2,41.9,33.1,35.5
371,12:46:15,30.1,35,58,44.8,35.2,35.5
372,12:46:16,30.4,38,58.2,47.4,37.2,35.3
373,12:46:17,30.3,40.1,58.2,49,39.3,35.3
374,12:46:19,30.1,41.4,57.3,49.6,41.2,35.3
375,12:46:20,29.8,42.8,54.6,49.4,42.9,35.3
376,12:46:21,29.7,45.1,53.1,50.6,44.5,35.3
377,12:46:22,29.9,47.4,52.1,52.3,46.2,35.3
378,12:46:23,29.9,49,52.3,53.9,47.8,35.3
379,12:46:24,29.9,49.4,50.5,53.5,49.2,35.3
380,12:46:25,29.8,49.7,47.6,52.7,50.3,35.3
381,12:46:26,29.8,51.2,44.6,53.2,51.2,35.3
382,12:46:27,29.6,52.4,42.1,53.8,51.8,35.3
383,12:46:28,29.5,53.4,40.2,54.4,52.3,35.3
384,12:46:29,29.5,54.1,39.2,54.9,52.9,35.3
385,12:46:30,29.6,56,39,56.8,53.6,35.3
386,12:46:31,29.6,56,40.8,57.1,54.3,35.3
387,12:46:32,29.6,54.9,43,56.4,54.7,35.3
388,12:46:33,29.7,52.8,45.4,55,54.8,35.3
389,12:46:34,29.7,49.7,46.4,52.3,54.7,35.3
390,12:46:35,29.6,47,46.5,49.8,54.4,35.3
391,12:46:36,29.4,45.3,46.1,48.1,53.9,35.3
392,12:46:37,29.7,43.4,47.1,46.6,53.1,35.4
393,12:46:38,29.9,40.4,47.4,44,52.1,35.4
394,12:46:39,30.2,37.9,46.8,41.5,50.7,35.4
395,12:46:40,30.5,35.3,45.5,38.6,48.9,35.4
396,12:46:41,30.2,33.4,43.5,36,46.8,35.4
397,12:46:42,30.1,31.7,40.9,33.5,44.5,35.6
398,12:46:43,30,33.1,38.7,34.2,42.5,35.6
399,12:46:44,29.9,34.1,35.7,34.6,40.7,35.6
400,12:46:45,29.9,34.9,32.5,35,39.2,35.6
401,12:46:46,30,35.3,29.3,35.3,37.9,35.6
402,12:46:47,29.9,36,26.3,36.2,36.9,36
403,12:46:48,29.8,37.6,24.1,38.1,36.3,36
404,12:46:49,29.9,39.8,22.9,40.5,36.2,36
405,12:46:50,29.6,42.5,22.6,43.1,36.6,36
406,12:46:51,29.6,45.1,23.6,45.5,37.6,36
407,12:46:52,29.9,47.7,23.5,48.1,39,36.4
408,12:46:53,29.7,49.4,24.4,49.7,40.6,36.4
409,12:46:54,30,50.7,26.2,50.9,42.2,36.4
410,12:46:55,30.4,52.5,28.6,52.5,44,36.4
411,12:46:56,30,53.8,31.3,53.8,45.8,36.4
412,12:46:57,29.6,54.3,33.8,54.5,47.7,36.6
413,12:46:58,29.5,55,36,55.3,49.4,36.6
414,12:46:59,29.2,53.4,38.5,54.1,50.7,36.6
415,12:47:00,29.2,51.2,40.4,52.2,51.7,36.6
416,12:47:01,29.6,48.7,41.2,49.9,52.1,36.8
417,12:47:02,29.7,46.3,42.6,48,52.1,36.8
418,12:47:03,29.6,44.2,42.6,45.9,51.7,36.8
419,12:47:04,29.9,42.6,41.9,44.2,51,36.8
420,12:47:05,30,40.8,41.4,42.3,50,36.8
421,12:47:06,30.1,39.3,39.5,40.4,48.7,36.8
422,12:47:07,30.2,37.8,38.4,38.7,47.1,36.8
423,12:47:08,30.2,35.2,36.6,35.8,45.2,36.8
424,12:47:09,30.1,32.9,34.8,33.3,43.1,36.8
425,12:47:10,30,31.2,32.4,31.3,41,36.8
426,12:47:11,30.1,30.5,29.3,30.5,39,36.8
427,12:47:12,30.3,29.8,26.6,30,37.2,36.8
428,12:47:13,30.2,28.9,23.5,29.6,35.6,36.8
429,12:47:14,30.2,29.7,21.4,30.9,34.3,36.8
430,12:47:15,29.8,32.2,19.4,33.8,33.4,36.8
431,12:47:16,30.5,34.9,18.1,36.9,33.1,36.8
432,12:47:17,30.7,36.9,16.7,39.2,33.1,36.6
433,12:47:18,30.4,39.1,15.4,41.7,33.7,36.6
434,12:47:19,30.2,40.5,14,43.6,34.7,36.6
435,12:47:20,30.2,42.9,14,45.8,36.2,36.6
436,12:47:21,30.1,43.8,14.6,46.4,37.8,36.6
437,12:47:22,30.2,44.9,14.8,47.4,39.5,36.3
438,12:47:23,30.2,44.7,16.1,46.8,41.3,36.3
439,12:47:24,30.2,42.5,16.5,44.5,42.6,36.3
440,12:47:25,30.3,40.1,17.7,41.9,43.4,36.3
441,12:47:26,30.2,39.5,19.5,40.9,43.8,36.1
442,12:47:27,29.8,38.5,22.3,39.3,43.8,36.1
443,12:47:28,29.8,36.5,23.6,37,43.4,36.1
444,12:47:29,30,33.4,24.3,33.9,42.4,36.1
445,12:47:30,30.1,30.3,24.9,30.8,40.9,36.1
446,12:47:31,30.7,27.3,25.2,27.7,39,36.1
447,12:47:32,31.3,24.7,24.3,25.3,36.8,36
448,12:47:33,31.4,21.8,23.3,22.8,34.4,36
