Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
449,12:47:34,31.5,19.4,22.9,20.6,32,36
450,12:47:35,31.7,17.5,21.8,19.4,29.8,36
451,12:47:36,31.8,15.6,20.1,18.5,27.5,36
452,12:47:37,31.8,14.7,17.5,19.3,25.5,36
453,12:47:38,31.6,15.1,15.6,20.9,23.9,36
454,12:47:39,31.5,16.5,14.4,22.7,22.8,36
455,12:47:40,31.3,18.3,14.7,23.9,22.1,36
456,12:47:41,30.9,18.7,13.1,25.2,21.9,36
457,12:47:42,30.8,16.6,12.4,24.2,21.8,36.2
458,12:47:43,31.2,13.7,12.6,22.1,21.7,36.2
459,12:47:44,31.5,11.3,12.5,20.8,21.7,36.2
460,12:47:45,31.7,8.6,12.3,19.7,21.7,36.2
461,12:47:46,31.8,6.9,12.5,18.8,21.8,36.2
462,12:47:47,32.2,5.2,14.4,16.5,21.5,36.1
463,12:47:48,32.8,4.1,16.7,13.9,20.8,36.1
464,12:47:49,34,2.9,18.6,11.8,19.7,36.1
465,12:47:50,34.7,2.3,20.7,9.6,18.3,36.1
466,12:47:51,34.8,1.6,22.8,7.4,16.5,36.2
467,12:47:52,35.1,2.4,24.6,5.9,14.6,36.2
468,12:47:53,35.4,2.8,26.2,4.8,12.9,36.2
469,12:47:54,35.7,1.9,27.1,3.5,11.2,36.2
470,12:47:55,36,0.9,28,2.2,9.4,36.2
471,12:47:56,36.1,1,28.3,2,7.7,36.3
472,12:47:57,36.1,0.8,28.2,2,6.3,36.3
473,12:47:58,36.1,1,28.3,2,5.1,36.3
474,12:47:59,36.5,2.5,29.2,2.6,4.2,36.3
475,12:48:00,36.7,3.8,30.6,3.9,3.6,36.3
476,12:48:01,36.3,5.5,31.8,5.8,3.5,36.3
477,12:48:02,35.4,7.5,33,8,3.7,36.2
478,12:48:03,34.8,9.3,35,10.5,4.3,36.2
479,12:48:04,32.8,11,37.2,13.1,5.2,36.2
480,12:48:05,32.1,12.5,39.7,15.8,6.6,36.2
481,12:48:06,32,12,42.3,17.2,8.1,36.1
482,12:48:07,32,11.1,44.3,18.1,9.7,36.1
483,12:48:08,32,9.1,45.8,18.2,11.3,36.1
484,12:48:09,31.9,7.8,47.6,19.3,13,36.1
485,12:48:10,31.8,9.1,47.9,20.1,14.6,36.1
486,12:48:11,31.9,9.8,46.4,19.2,16,36
487,12:48:12,31.9,8.4,44.4,16.7,16.8,36
488,12:48:13,32.5,6.7,42.7,14.3,17.2,36
489,12:48:14,33.2,4.8,41.7,12.6,17.2,36
490,12:48:15,33.5,3.1,41,11.4,16.7,36
491,12:48:16,34.2,2.4,38.9,9.2,15.9,35.8
492,12:48:17,35,1.5,36.8,6.9,14.8,35.8
493,12:48:18,35.6,1.2,34.6,4.7,13.4,35.8
494,12:48:19,35.9,1.1,32.5,2.7,11.8,35.8
495,12:48:20,36,1,30.8,1.3,9.9,35.8
496,12:48:21,35.8,1.7,29,2,8.2,35.8
497,12:48:22,35.7,2,28,2.9,6.8,35.8
498,12:48:23,35.6,2.6,27.5,3.6,5.7,35.8
499,12:48:24,35.3,3.5,26,5.4,5,35.8
500,12:48:25,35.1,3.2,24.7,6.2,4.5,35.8
501,12:48:26,35.1,3.2,24.6,6.3,4.2,35.8
502,12:48:27,35.3,3.3,24.5,6.4,4.1,35.8
503,12:48:28,35.3,3.4,24.2,6.7,4.3,35.8
504,12:48:29,35.3,3.3,24,6.9,4.8,35.8
505,12:48:30,35.3,3.2,23.7,7,5.3,35.8
506,12:48:31,35.3,2.4,23,7.4,5.9,35.8
507,12:48:32,35.1,2,21.1,9.1,6.5,35.8
508,12:48:33,34.8,3.2,19.4,11,7.2,35.8
509,12:48:34,34.5,3.4,18.2,12.3,7.9,35.8
510,12:48:35,34.1,4.8,18.4,12.5,8.6,35.8
511,12:48:36,34.2,5.8,19.3,12.1,9.2,36
512,12:48:37,35.1,5.1,21.8,9.7,9.5,36
513,12:48:38,35.5,4.5,24.4,7.2,9.5,36
514,12:48:39,35.4,4.3,26.6,5.5,9.4,36
515,12:48:40,36,3.6,28.7,3.9,9.1,36
516,12:48:41,36.3,3.2,30.9,3.3,8.7,36.1
517,12:48:42,36.2,3.4,32.2,4,8.2,36.1
518,12:48:43,36.2,2.6,32.6,3.7,7.4,36.1
519,12:48:44,36,1.4,33.8,4.1,6.6,36.1
520,12:48:45,35.7,1.7,35.5,5.8,5.9,36.1
521,12:48:46,35.3,3.5,36.8,7.6,5.5,36.1
522,12:48:47,34.3,4.9,38.8,10,5.5,36.1
523,12:48:48,33.6,5.7,41.1,12.4,6,36.1
524,12:48:49,33.7,4.4,41.6,12.4,6.7,36.1
525,12:48:50,34.4,3.1,39.6,10.1,7.3,36.1
526,12:48:51,35.3,2,37.3,7.6,7.8,36.1
527,12:48:52,35.8,1.1,35.2,5.3,7.9,36.1
528,12:48:53,35.9,1,35.1,5.2,8.1,36.1
529,12:48:54,35.9,2.2,35.2,5.6,8.2,36.1
530,12:48:55,35.5,4.6,35.2,7,8.3,36.1
531,12:48:56,34.7,7.2,35.3,9,8.5,35.9
532,12:48:57,34.1,10,36.8,12,8.7,35.9
533,12:48:58,32.7,12.1,37.3,14.1,8.8,35.9
534,12:48:59,32.3,14.5,37.3,16.2,9.2,35.9
535,12:49:00,31.9,15.7,39,18.1,10,35.9
536,12:49:01,32.2,13.9,40.7,17.5,11,36.2
537,12:49:02,32.4,12,42.2,17.1,12.2,36.2
538,12:49:03,32.6,9.3,43.1,16,13.3,36.2
539,12:49:04,32.9,7.4,42.3,14.4,14.2,36.2
540,12:49:05,33.7,5,41.1,12.2,14.7,36.2
541,12:49:06,34.4,3.3,39.7,10.3,14.8,36
542,12:49:07,35.1,2.2,37.9,8.2,14.4,36
543,12:49:08,35.7,1.5,35.7,5.9,13.6,36
544,12:49:09,36,1.6,34.6,4.8,12.5,36
545,12:49:10,36,1.4,34.5,4.7,11.1,36
546,12:49:11,36.1,1.4,34.5,4.7,9.8,36.1
547,12:49:12,36.1,1.5,34.5,4.7,8.6,36.1
548,12:49:13,36.1,1.4,34.5,4.7,7.4,36.1
549,12:49:14,36.2,1.1,33.8,4,6.4,36.1
550,12:49:15,36.5,2,32.3,3,5.5,36.1
551,12:49:16,36.4,2.6,30.5,2.6,4.7,35.9
552,12:49:17,36,3.2,28.3,3.6,4.3,35.9
553,12:49:18,34.9,4.1,26.9,5.1,4.2,35.9
554,12:49:19,34.8,4.4,26.7,5.5,4.3,35.9
555,12:49:20,35.4,4.6,28,5.1,4.3,35.9
556,12:49:21,35.8,2.7,28.1,3.3,4.2,35.9
557,12:49:22,35.2,1,26.4,3.8,4.1,35.9
558,12:49:23,34.7,1.8,23.7,6.5,4.3,35.9
559,12:49:24,34.2,2.8,20.9,9.5,4.8,35.9
560,12:49:25,33.1,4.6,18.2,12.7,5.8,35.9
561,12:49:26,32.2,6.3,15.8,15.6,7.1,36
562,12:49:27,32,8,14.3,17.6,8.5,36
563,12:49:28,32,9.8,12.1,20.4,10,36
564,12:49:29,32,11.2,10.4,22.6,11.7,36
565,12:49:30,31.8,12.1,8.5,24.7,13.7,36
566,12:49:31,32,12.8,9.8,23.9,15.7,35.9
567,12:49:32,31.9,13,12.2,22.1,17.6,35.9
568,12:49:33,31.8,13.8,14.2,21,19,35.9
569,12:49:34,31.9,14.2,16.8,19.3,20,35.9
570,12:49:35,32.2,13.7,19.6,17.2,20.4,35.9
571,12:49:36,33.1,13,22.5,15,20.4,35.8
572,12:49:37,33.6,11.5,25.1,12.5,19.9,35.8
573,12:49:38,34,8.8,25,10.1,18.8,35.8
574,12:49:39,34.6,6.1,24.8,8,17.4,35.8
575,12:49:40,34.6,3.7,24.4,6.7,15.6,35.8
576,12:49:41,35,1.9,24.8,5.5,13.8,35.7
577,12:49:42,35.2,0.9,25.5,4.6,12,35.7
578,12:49:43,35.2,0.8,25.8,4.2,10.3,35.7
579,12:49:44,35.3,0.6,26.2,3.9,8.8,35.7
580,12:49:45,35.3,0.6,26.3,3.8,7.4,35.7
581,12:49:46,35.6,0.7,27.1,3,6.2,36.1
582,12:49:47,35.9,0.6,28.5,1.6,5.1,36.1
583,12:49:48,36.1,0.6,30.1,0.6,4.2,36.1
584,12:49:49,36.2,0.6,31.8,1.9,3.6,36.1
585,12:49:50,36,0.9,33.4,3.5,3.3,36.1
586,12:49:51,35.5,1,35.6,5.7,3.3,36
587,12:49:52,34.8,1.6,37.7,7.9,3.6,36
588,12:49:53,33.8,2.4,40.1,10.4,4.2,36
589,12:49:54,33.1,3.7,41.5,12.1,5.1,36
590,12:49:55,32.9,4.1,43.3,13.9,6.1,36
591,12:49:56,32.1,5.2,45.4,16.3,7.4,36.2
592,12:49:57,31.8,6.7,47.5,18.7,9.1,36.2
593,12:49:58,31.5,8.5,48.8,20.6,11.1,36.2
594,12:49:59,31.3,9.5,50.4,22.5,13.2,36.2
595,12:50:00,31.3,11,51.8,24.4,15.3,36.2
596,12:50:01,31.2,13.5,52.4,26.2,17.3,36.2
597,12:50:02,31,15.1,53.3,27.7,19.3,36.2
598,12:50:03,30.8,17.7,52.5,28.6,21.1,36.2
599,12:50:04,30.6,19.4,54,30.8,23,36.2
600,12:50:05,30.6,17.9,55.4,31,24.7,36.2
601,12:50:06,30.9,15.5,56,30.3,26.1,36.2
602,12:50:07,30.9,15.4,56.2,30.4,27.3,36.2
603,12:50:08,30.9,15.1,56.2,30.2,28.2,36.2
604,12:50:09,31,14.8,54.7,28.8,28.9,36.2
605,12:50:10,30.9,16.4,54,29.1,29.3,36.2
606,12:50:11,30.6,19.5,54.5,31.3,29.8,36.3
607,12:50:12,29.9,22.3,55.8,34.1,30.5,36.3
608,12:50:13,29.7,24.5,57.5,36.8,31.3,36.3
609,12:50:14,30,26.9,59.2,39.7,32.2,36.3
610,12:50:15,30.2,29,59.8,41.6,33.2,36.3
611,12:50:16,30.4,32,59.8,43.7,34.6,36.4
612,12:50:17,30.4,34.5,59.6,45.5,36.1,36.4
613,12:50:18,30.5,36.6,59.4,46.9,37.8,36.4
614,12:50:19,30.4,38.5,58.9,48.2,39.7,36.4
615,12:50:20,30.3,40.6,58.3,49.5,41.7,36.4
616,12:50:21,29.9,42.7,57.1,50.5,43.6,36.2
617,12:50:22,29.9,44.6,55.9,51.6,45.4,36.2
618,12:50:23,29.9,46.5,54.4,52.6,47,36.2
619,12:50:24,30.2,48.7,53,53.8,48.4,36.2
620,12:50:25,30.4,50.6,51.4,54.9,49.7,36.2
621,12:50:26,30.6,52.5,49.4,56,50.9,35.8
622,12:50:27,30.5,53.9,47.3,56.6,52.1,35.8
623,12:50:28,30.2,55.1,45.2,57.2,53.1,35.8
624,12:50:29,30,55.7,42.9,57.2,54,35.8
625,12:50:30,29.8,57.3,40.2,58.2,54.9,35.8
626,12:50:31,30,58,38.5,58.6,55.7,35.7
627,12:50:32,30.2,58.3,35.8,58.6,56.4,35.7
628,12:50:33,30.3,59,33.5,59.1,57,35.7
629,12:50:34,30.4,58.9,31.6,58.9,57.5,35.7
630,12:50:35,30.5,59.2,28.8,59.2,57.9,35.7
631,12:50:36,30.7,59.1,26.4,59.2,58.3,35.7
632,12:50:37,30.7,58.4,23.9,58.7,58.5,35.7
633,12:50:38,30.7,58.1,21.5,58.7,58.6,35.7
634,12:50:39,30.7,57.2,19.4,58.1,58.7,35.7
635,12:50:40,30.2,55.7,16.9,57.2,58.6,35.7
636,12:50:41,30,55,14.7,57.1,58.5,35.7
637,12:50:42,30,52.9,12.9,55.6,58.2,35.7
638,12:50:43,29.9,50.6,11.1,54,57.7,35.7
639,12:50:44,30.1,48.5,9.1,52.8,57.1,35.7
640,12:50:45,30.3,47,6.7,52.4,56.4,35.7
641,12:50:46,30.2,45.2,4.7,51.8,55.6,35.5
642,12:50:47,30.1,43.7,3.8,51,54.9,35.5
643,12:50:48,30,41.7,2.8,49.7,54,35.5
644,12:50:49,29.8,39.1,2.2,47.9,52.9,35.5
645,12:50:50,29.8,36.2,1.4,46.2,51.8,35.5
646,12:50:51,30.1,33.5,0.8,44.4,50.6,35.4
647,12:50:52,30.3,30.9,0.6,42.6,49.3,35.4
648,12:50:53,30.7,28,0.6,40.6,47.9,35.4
649,12:50:54,30.9,25.2,1.5,38.1,46.5,35.4
650,12:50:55,31,22.8,1.6,36.4,44.9,35.4
651,12:50:56,30.9,20.2,2.8,33.8,43.1,35.5
652,12:50:57,30.6,17.7,3.6,31.8,41.2,35.5
653,12:50:58,30.8,14.9,5,29.1,39.1,35.5
654,12:50:59,31.1,12.5,6.5,26.6,37,35.5
655,12:51:00,31.6,10.8,8.3,24.2,34.8,35.5
656,12:51:01,31.8,9.2,9.9,22.1,32.5,35.5
657,12:51:02,32.1,7.8,12.2,19.4,30.2,35.5
658,12:51:03,32.5,6.2,13.9,17.3,27.9,35.5
659,12:51:04,32.8,5.1,15.3,15.5,25.6,35.5
660,12:51:05,33.7,3.8,17.8,12.8,23.3,35.5
661,12:51:06,34.1,2.9,19.8,10.7,21,35.7
662,12:51:07,34.4,3.1,22.2,8.4,18.6,35.7
663,12:51:08,34.6,2.9,24.5,6.3,16.3,35.7
664,12:51:09,34.7,2.6,25.2,5.4,14.2,35.7
665,12:51:10,35.2,1.8,26.8,3.7,12.2,35.7
666,12:51:11,35.8,0.9,28.7,1.6,10.1,35.9
667,12:51:12,36.3,1,30.6,1.2,8.3,35.9
668,12:51:13,36.3,1,31,1.4,6.7,35.9
669,12:51:14,36.3,1.4,31.1,1.8,5.3,35.9
670,12:51:15,36.3,2.2,31.3,2.5,4.3,35.9
671,12:51:16,36.6,2.9,31.4,3.3,3.6,36.1
672,12:51:17,36.5,3.7,32.5,4.5,3.2,36.1
673,12:51:18,35.6,4.4,34.5,6.3,3.2,36.1
674,12:51:19,35.1,4.9,35.8,7.6,3.4,36.1
675,12:51:20,34.3,5.2,38.1,9.7,4,36.1
676,12:51:21,33.5,5.2,40.8,12,5,36.3
677,12:51:22,33.2,4.6,43.1,13.9,6.3,36.3
678,12:51:23,32.2,5.2,44.8,15.7,7.7,36.3
679,12:51:24,31.9,6.8,46.5,17.9,9.3,36.3
680,12:51:25,31.4,8.4,48.4,20.3,11.1,36.3
681,12:51:26,31.1,8.9,49.8,21.7,12.9,36.5
682,12:51:27,31,10.2,50.6,23,14.8,36.5
683,12:51:28,31,10.6,51.7,24.2,16.6,36.5
684,12:51:29,31,10.2,50.5,22.9,18.1,36.5
685,12:51:30,31.4,9.6,48,20.4,19.2,36.5
686,12:51:31,32.5,9.5,45.5,18.2,19.8,36.6
687,12:51:32,32.7,9.6,42.5,15.7,20,36.6
688,12:51:33,33.3,10.4,39.6,14.2,19.9,36.6
689,12:51:34,32.6,11.1,37.2,13.2,19.4,36.6
690,12:51:35,33,12,34.7,12.9,18.6,36.6
691,12:51:36,33.1,13.8,32.8,14.1,17.9,36.8
692,12:51:37,32.8,14.9,32.2,15.1,17.1,36.8
693,12:51:38,32.6,15.8,30.3,15.9,16.3,36.8
694,12:51:39,31.7,18.1,30.6,18.1,15.8,36.8
695,12:51:40,31.2,20,32.8,20.2,15.8,36.8
696,12:51:41,31.2,22.5,34.9,23.1,16.2,36.6
697,12:51:42,30.9,25,36.9,25.9,17.3,36.6
698,12:51:43,30.3,26.8,38.6,28.2,18.7,36.6
699,12:51:44,30.1,29,40.5,30.8,20.4,36.6
700,12:51:45,30.5,30.6,42.7,33.1,22.4,36.6
701,12:51:46,30.7,31.4,45.3,34.9,24.5,36.3
702,12:51:47,30.3,33.1,47.8,37.5,26.8,36.3
703,12:51:48,30.4,34.2,50.4,39.8,29.2,36.3
704,12:51:49,30.4,35.7,52.9,42.4,31.6,36.3
705,12:51:50,30.2,35.8,55.4,43.9,34,36.3
706,12:51:51,30.4,35.2,57.9,44.9,36.1,36.1
707,12:51:52,30.5,33.5,59.6,44.7,38,36.1
708,12:51:53,30.5,33.5,59.8,44.8,39.7,36.1
709,12:51:54,30.5,33.5,59.9,44.9,41.1,36.1
710,12:51:55,30.4,33.6,59.9,45,42.3,36.1
711,12:51:56,30.6,34,59.8,45.2,43.3,36.1
712,12:51:57,30.6,34.9,59.7,45.8,44.1,36.1
713,12:51:58,30.6,36.7,59.4,47,44.9,36.1
714,12:51:59,30.6,38.8,58.4,48.1,45.4,36.1
715,12:52:00,30.4,41.4,57.7,49.8,46,36.1
716,12:52:01,30.2,43.7,56,50.9,46.6,35.8
717,12:52:02,30,46.2,54.6,52.4,47.4,35.8
718,12:52:03,29.8,48.3,53.1,53.6,48.3,35.8
719,12:52:04,29.6,49.8,51.4,54.2,49.2,35.8
720,12:52:05,29.6,51.8,49.6,55.4,50.2,35.8
721,12:52:06,29.6,53.5,48,56.5,51.4,35.5
722,12:52:07,29.6,55,45.6,57.2,52.5,35.5
723,12:52:08,29.7,55.9,42.8,57.4,53.5,35.5
724,12:52:09,29.8,57.2,40,58,54.5,35.5
725,12:52:10,30.3,58.2,37.9,58.7,55.4,35.5
726,12:52:11,30.3,58.6,35.6,58.9,56.2,35.3
727,12:52:12,30.5,58.9,33.4,59,56.9,35.3
728,12:52:13,30.6,59,30.7,59,57.4,35.3
729,12:52:14,30.6,59.3,28.3,59.3,57.9,35.3
730,12:52:15,30.5,59.1,25.8,59.2,58.3,35.3
731,12:52:16,30.3,58.8,23.3,59.1,58.6,35.5
732,12:52:17,30.3,58.1,20.7,58.8,58.8,35.5
733,12:52:18,30.2,56.8,18.3,58,58.8,35.5
734,12:52:19,30.2,55.5,15.8,57.3,58.7,35.5
735,12:52:20,30.3,53.7,13,56.3,58.5,35.5
736,12:52:21,30.2,51.7,11.1,55.1,58.1,35.6
737,12:52:22,30.2,50.6,9.5,54.6,57.7,35.6
738,12:52:23,30.2,48.6,7.7,53.5,57.1,35.6
739,12:52:24,30.2,46.6,5.6,52.7,56.5,35.6
740,12:52:25,30.3,44.5,4.3,51.4,55.7,35.6
741,12:52:26,30.7,42.3,3.2,50.1,54.8,35.5
742,12:52:27,31.1,39.6,2.4,48.3,53.7,35.5
743,12:52:28,31.2,37.1,1.9,46.6,52.6,35.5
744,12:52:29,30.8,34.1,2,44.1,51.3,35.5
745,12:52:30,30.4,31.4,0.8,42.8,49.9,35.5
746,12:52:32,30.4,29.2,0.8,41.3,48.5,36
747,12:52:33,30.5,26.2,1.2,38.9,47,36
748,12:52:34,30.6,23.9,1.4,37.3,45.3,36
749,12:52:35,30.6,21.7,2.5,35,43.6,36
750,12:52:36,30.7,19.8,3.5,33.1,41.8,36
751,12:52:37,31,17.3,3.6,31.6,39.9,36.2
752,12:52:38,31.1,15.1,4.7,29.4,38,36.2
753,12:52:39,31.1,13.6,6.3,27.3,36.1,36.2
754,12:52:40,30.9,11.4,7.9,24.9,34.2,36.2
755,12:52:41,30.8,9.4,9.6,22.5,32.1,36.2
756,12:52:42,31.3,7.7,11.5,20.1,30,36.4
757,12:52:43,31.5,7.6,12.7,18.9,28,36.4
758,12:52:44,32.2,6.9,15.2,16.3,25.9,36.4
759,12:52:45,33.4,5.5,17.5,13.6,23.8,36.4
760,12:52:46,34.2,4.5,19.4,11.5,21.6,36.4
761,12:52:47,35.5,3.3,21.5,9.1,19.4,36.8
762,12:52:48,35.7,2.4,23.4,7,17.1,36.8
763,12:52:49,36,1.6,24.4,5.8,15,36.8
764,12:52:50,36,1.5,24.5,5.7,13,36.8
765,12:52:51,36,1.4,24.5,5.7,11.4,36.8
766,12:52:52,36.1,1.5,24.5,5.7,9.9,36.7
767,12:52:53,36,1.6,24.5,5.7,8.6,36.7
768,12:52:54,36,1.5,24.4,5.8,7.6,36.7
769,12:52:55,36,1.5,24.4,5.8,6.8,36.7
770,12:52:56,36,1.5,24.4,5.8,6.2,36.7
771,12:52:57,36.3,1.6,24.4,5.8,5.9,36.7
772,12:52:58,36.3,1.6,24.6,5.6,5.8,36.7
773,12:52:59,36.3,2.2,25.2,5.2,5.7,36.7
774,12:53:00,36.4,2.4,26.1,4.6,5.6,36.7
775,12:53:01,36.4,2.5,26.2,4.6,5.5,36.7
776,12:53:02,36.1,2.5,26.1,4.7,5.4,36.4
777,12:53:03,36.1,2.4,26,4.7,5.3,36.4
778,12:53:04,36.1,2.4,26,4.7,5.2,36.4
779,12:53:05,36.1,2.3,26.1,4.5,5,36.4
780,12:53:06,36.1,2.4,26.1,4.6,4.9,36.4
781,12:53:07,36.2,2.3,26.1,4.5,4.8,36.2
782,12:53:08,36.2,2.4,26.1,4.6,4.7,36.2
783,12:53:09,36.2,2.3,26.1,4.5,4.6,36.2
784,12:53:10,36.2,2.4,26.1,4.6,4.6,36.2
785,12:53:11,36.2,2.3,26.1,4.5,4.6,36.2
786,12:53:12,35.8,2.4,26.1,4.6,4.6,36.1
787,12:53:13,35.8,2.4,26.2,4.5,4.6,36.1
788,12:53:14,35.8,2.4,26.2,4.5,4.6,36.1
789,12:53:15,35.9,2.6,26.3,4.5,4.6,36.1
790,12:53:16,35.6,2.5,26.3,4.5,4.5,35.9
791,12:53:17,35.6,2.5,26.4,4.4,4.5,35.9
792,12:53:18,35.6,2.6,26.4,4.5,4.5,35.9
793,12:53:19,35.6,2.6,26.5,4.4,4.5,35.9
794,12:53:20,35.6,2.5,26.4,4.4,4.5,35.9
795,12:53:21,35.5,2.8,26.3,4.7,4.5,35.8
796,12:53:22,35.6,2.9,26.4,4.7,4.5,35.8
797,12:53:23,35.6,2.9,26.6,4.5,4.5,35.8
798,12:53:24,35.6,2.9,26.6,4.5,4.5,35.8
799,12:53:25,35.6,2.8,26.6,4.4,4.5,35.8
800,12:53:26,35.6,2.8,26.6,4.4,4.5,35.8
801,12:53:27,35.3,2.8,26.6,4.4,4.5,35.5
802,12:53:28,35.3,2.8,26.6,4.4,4.5,35.5
803,12:53:29,35.3,3.1,26.6,4.6,4.5,35.5
804,12:53:30,35.4,3.2,26.7,4.6,4.5,35.5
805,12:53:31,35.4,3.4,26.8,4.7,4.5,35.5
806,12:53:32,35.1,3.5,26.5,5,4.6,35.4
807,12:53:33,35.1,3.4,26.5,4.9,4.6,35.4
808,12:53:34,35.1,3.2,26.6,4.7,4.6,35.4
809,12:53:35,35.1,3.3,26.6,4.7,4.6,35.4
810,12:53:36,35.1,3.3,26.5,4.8,4.7,35.4
811,12:53:37,35,3.4,26.6,4.8,4.7,35.4
812,12:53:38,34.9,3.4,26.5,4.9,4.8,35.4
813,12:53:39,34.9,3.5,26.5,5,4.8,35.4
814,12:53:40,35,3.4,26.6,4.8,4.8,35.4
815,12:53:41,35.1,3.4,26.6,4.8,4.8,35.5
816,12:53:42,35.1,3.5,26.6,4.9,4.8,35.5
817,12:53:43,35,3.4,26.5,4.9,4.8,35.5
818,12:53:44,35.1,3.4,26.6,4.8,4.8,35.5
819,12:53:45,35.1,3.3,26.6,4.7,4.8,35.5
820,12:53:46,35,2.9,26.7,4.4,4.8,35.5
821,12:53:47,35,3.1,26.7,4.5,4.8,35.5
822,12:53:48,35,3.1,26.7,4.5,4.7,35.5
823,12:53:49,35,3.1,26.6,4.6,4.7,35.5
824,12:53:50,35,3.1,26.7,4.5,4.7,35.5
825,12:53:51,35,3.1,26.7,4.5,4.6,35.5
826,12:53:52,35,3.4,27.1,4.5,4.6,35.3
827,12:53:53,35.1,3.2,27.4,4.1,4.5,35.3
828,12:53:54,35.3,2.3,28.2,2.9,4.3,35.3
829,12:53:55,35.3,1.2,29.5,1.3,4,35.3
830,12:53:56,35.4,1.1,30.9,1.4,3.7,35.3
831,12:53:57,35.3,0.9,30.9,1.3,3.4,35.2
832,12:53:58,35.3,1.9,31.5,2.5,3.2,35.2
833,12:53:59,35.3,3.5,32.5,4.3,3.1,35.2
834,12:54:00,34.7,5.3,34.7,7.1,3.4,35.2
835,12:54:01,34,7.1,36.6,9.7,3.9,35.2
836,12:54:02,34.1,7.1,36.8,9.8,4.4,35.1
837,12:54:03,34.4,6.3,36,8.8,4.9,35.1
838,12:54:04,35,5.5,33.5,6.6,5.3,35.1
839,12:54:05,35.3,4.3,31.2,4.5,5.6,35.1
840,12:54:06,35.4,3.2,28.6,3.5,5.8,35.3
841,12:54:07,34.9,2.5,26.2,4.6,6.1,35.3
842,12:54:08,34.6,2,23.2,7.1,6.6,35.3
843,12:54:09,34.4,2.2,20.5,9.7,7.1,35.3
844,12:54:10,34.3,4,19,11.7,7.6,35.3
845,12:54:11,33.6,6.1,17.3,14.1,8,35.4
846,12:54:12,32.6,8,15.2,16.8,8.7,35.4
847,12:54:13,32.2,10.3,14,19.1,9.8,35.4
848,12:54:14,31.6,13,13.5,21.1,11.2,35.4
849,12:54:15,31.3,15.4,11.7,23.9,13.1,35.4
850,12:54:16,31.3,17.2,9.1,27,15.5,35.4
851,12:54:17,31.1,19.5,6.6,30.4,18.1,35.7
852,12:54:18,31,22.3,4.7,33.7,20.8,35.7
853,12:54:19,31,24.6,3,36.5,23.4,35.7
854,12:54:20,30.6,26.9,0.9,39.6,26.2,35.7
855,12:54:21,30.3,28.2,1.6,40,28.8,35.8
856,12:54:22,30.1,28.8,4.4,38.5,31,35.8
857,12:54:23,30.4,29.3,7.4,37,32.8,35.8
858,12:54:24,30.5,29.9,10.5,35.7,34.2,35.8
859,12:54:25,30.2,28.5,13.1,33.1,35.2,35.8
860,12:54:26,30.1,27.1,16.3,30.3,35.5,35.9
861,12:54:27,30.3,26.4,19.3,28.5,35.3,35.9
862,12:54:28,30.8,24.9,22.1,26.1,34.5,35.9
863,12:54:29,30.9,24.6,25,25.1,33.4,35.9
864,12:54:30,30.6,23.2,28,23.3,31.8,35.9
865,12:54:31,30.6,20.8,30.1,20.8,29.8,36.2
866,12:54:32,31.4,18.7,31.9,18.8,27.9,36.2
867,12:54:33,32.5,16.1,33.1,16.4,25.8,36.2
868,12:54:34,33.9,13.8,31.9,13.9,23.6,36.2
869,12:54:35,34.6,11.7,29.8,11.7,21.5,36.2
870,12:54:36,34.4,10.2,27.4,10.5,19.5,36.5
871,12:54:37,33.5,9.4,24.7,10.8,17.7,36.5
872,12:54:38,33.3,10,22.3,12.6,16.4,36.5
873,12:54:39,33,9.3,19.9,13.7,15.3,36.5
874,12:54:40,32.5,8.9,17.2,15.6,14.5,36.5
875,12:54:41,32.4,10.9,17.3,16.7,14.1,36.5
876,12:54:42,31.9,13.7,18.6,17.8,14,36.4
877,12:54:43,31.3,16,18.3,19.8,14.3,36.4
878,12:54:44,31.4,17.4,20.5,19.9,14.9,36.4
879,12:54:45,31.6,17.8,23.6,18.9,15.6,36.4
880,12:54:46,32.2,16.8,26.8,17.1,16.3,36.3
881,12:54:47,32.6,15.5,29.7,15.5,16.8,36.3
882,12:54:48,32.8,14,32.9,14.3,16.9,36.3
883,12:54:49,32.8,12.2,35,13.2,16.9,36.3
884,12:54:50,34.1,9.4,35.3,10.8,16.4,36.3
885,12:54:51,34.8,6.8,35.2,8.6,15.6,36.3
886,12:54:52,35.6,5.1,34.2,6.6,14.5,36.3
887,12:54:53,35.9,5.7,32.5,6.2,13.1,36.3
888,12:54:54,35.3,6.8,29.9,6.8,11.8,36.3
889,12:54:55,34.1,8.8,27.8,9.1,10.8,36.3
890,12:54:56,33.2,11.3,26.7,11.8,10.3,36.1
891,12:54:57,33.3,12.6,28.3,12.7,10,36.1
892,12:54:58,33.2,13.2,31.3,13.3,9.9,36.1
893,12:54:59,32.8,13.1,34.3,13.8,10,36.1
894,12:55:00,32.3,12.6,37,14.4,10.3,36.1
895,12:55:01,32,12.1,39.9,15.7,11,36.1
896,12:55:02,32.1,10.9,42.3,16.4,12,36.1
897,12:55:03,32.2,8.7,43.7,16.2,13,36.1
898,12:55:04,32.3,6.1,44.4,15.7,13.9,36.1
899,12:55:05,33,4.5,43.5,14.2,14.4,36.1
