Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
102,12:41:10,35.7,1.2,32.6,2.9,3,35.6
103,12:41:11,35.7,1,32.3,2.5,2.9,35.6
104,12:41:12,35.8,0.9,31.9,2.1,2.8,35.6
105,12:41:13,35.8,1.1,31.6,1.9,2.8,35.6
106,12:41:14,35.7,1.7,31.2,2.1,2.8,35.5
107,12:41:15,35.7,2,30.2,2.1,2.7,35.5
108,12:41:16,35.6,1.5,29.4,1.6,2.5,35.5
109,12:41:17,35.5,1.1,29.2,1.4,2.3,35.5
110,12:41:18,35.5,1.4,28.6,1.9,2.2,35.5
111,12:41:19,35.6,1.6,28,2.6,2.1,35.6
112,12:41:20,35.6,2.3,27.9,3.1,2.1,35.6
113,12:41:21,35.5,2.6,27.6,3.6,2.2,35.6
114,12:41:22,35.6,3.1,27.7,3.8,2.4,35.6
115,12:41:23,35.5,3.3,27.3,4.3,2.6,35.6
116,12:41:24,35.1,3.6,26.4,5.1,2.9,35.5
117,12:41:25,34.6,3.7,25,6.2,3.4,35.5
118,12:41:26,34.7,2.7,24.7,5.9,3.8,35.5
119,12:41:27,35,2.4,25.7,4.9,4.1,35.5
120,12:41:28,35.2,2.4,26.6,4.1,4.4,35.5
121,12:41:29,35.5,3.2,27.8,3.9,4.5,35.5
122,12:41:30,35.7,3.5,28.9,3.7,4.6,35.5
123,12:41:31,35.8,3.7,29.8,3.7,4.6,35.5
124,12:41:32,35.8,3.6,30.1,3.6,4.6,35.5
125,12:41:33,35.8,3.2,30.2,3.2,4.4,35.5
126,12:41:34,35.7,2.9,30.2,3,4.2,35.5
127,12:41:35,35.8,3.1,30.3,3.1,3.9,35.5
128,12:41:36,35.8,3.1,30.2,3.1,3.6,35.5
129,12:41:37,35.8,3.2,30.3,3.2,3.5,35.5
130,12:41:38,35.8,3.1,30.3,3.1,3.3,35.5
131,12:41:39,36,3.1,30.3,3.1,3.3,35.7
132,12:41:40,36,3.1,30.2,3.1,3.2,35.7
133,12:41:41,36,3.1,30.3,3.1,3.1,35.7
134,12:41:42,36,3.1,30.4,3.1,3.1,35.7
135,12:41:43,36,2.9,30.5,3,3.1,35.7
136,12:41:44,36,2.8,30.4,2.9,3.1,35.8
137,12:41:45,36.1,2.7,30.5,2.8,3,35.8
138,12:41:46,36.1,3.2,30.3,3.2,3,35.8
139,12:41:47,36.1,3.2,30.5,3.2,3,35.8
140,12:41:48,36.1,2.9,30.8,3.1,3,35.8
141,12:41:49,36,3.2,30.6,3.2,3.1,35.7
142,12:41:50,36,2.8,30.8,3,3,35.7
143,12:41:51,36,2.3,30.6,2.4,3,35.7
144,12:41:52,35.9,2,30.1,2,2.9,35.7
145,12:41:53,35.9,2.5,29.6,2.5,2.8,35.7
146,12:41:54,36,2.7,29.9,2.7,2.8,35.7
147,12:41:55,36.1,2.6,30.6,2.7,2.8,35.7
148,12:41:56,36,2.9,31.9,3.5,2.8,35.7
149,12:41:57,36,3.3,32.7,4.3,2.9,35.7
150,12:41:58,35.7,3.2,34,5.1,3.1,35.7
151,12:41:59,35.6,2.9,34,5,3.3,35.6
152,12:42:00,35.4,3.1,34.8,5.7,3.6,35.6
153,12:42:01,34.7,3.3,36.5,7.3,4.1,35.6
154,12:42:02,34.6,2.6,37,7.4,4.6,35.6
155,12:42:03,34.9,2.7,36.3,6.9,5.1,35.6
156,12:42:04,35.3,2.4,35.3,5.8,5.4,35.7
157,12:42:05,35.5,1.8,34.5,4.9,5.6,35.7
158,12:42:06,35.7,2.2,33.9,4.5,5.7,35.7
159,12:42:07,35.7,2.7,33.9,4.8,5.7,35.7
160,12:42:08,35.7,3.3,34.1,5.3,5.7,35.7
161,12:42:09,35.1,3.2,35.2,6.1,5.9,35.4
162,12:42:10,34.9,2.5,35.6,6.1,5.9,35.4
163,12:42:11,34.3,2.5,37.2,7.6,5.9,35.4
164,12:42:12,33.5,3.4,38.7,9.3,6.1,35.4
165,12:42:13,33.2,3.2,39.4,9.9,6.4,35.4
166,12:42:14,33.4,2.8,39.3,9.7,6.8,35.5
167,12:42:15,34,2.7,38,8.5,7.2,35.5
168,12:42:16,34.5,2.9,36.7,7.3,7.5,35.5
169,12:42:17,35.2,2.7,35,5.7,7.5,35.5
170,12:42:18,35.6,2.4,33.2,4,7.4,35.5
171,12:42:19,35.7,2.6,31.1,2.8,7.1,35.4
172,12:42:20,35.6,2.9,30.1,3,6.8,35.4
173,12:42:21,35.6,2.7,29.5,2.8,6.3,35.4
174,12:42:22,35.6,2.6,29.6,2.6,5.6,35.4
175,12:42:23,35.6,2.5,29.6,2.5,4.9,35.4
176,12:42:24,35.5,1.9,29.6,2,4.1,35.4
177,12:42:25,35.5,1.7,29.3,1.9,3.4,35.4
178,12:42:26,35.5,1.7,29.4,1.8,2.9,35.4
179,12:42:27,35.5,1.7,29.5,1.8,2.5,35.4
180,12:42:28,35.5,1.7,29.4,1.8,2.3,35.4
181,12:42:29,35.4,1.7,29.4,1.8,2.2,35.3
182,12:42:30,35.4,1.8,29.4,1.9,2.1,35.3
183,12:42:31,35.4,1.8,29.4,1.9,2,35.3
184,12:42:32,35.4,1.8,29.4,1.9,1.9,35.3
185,12:42:33,35.4,1.8,29.4,1.9,1.9,35.3
186,12:42:34,35.7,1.7,29.3,1.9,1.9,35.6
187,12:42:35,35.7,1.7,29.4,1.8,1.9,35.6
188,12:42:36,35.7,1.6,29.4,1.7,1.8,35.6
189,12:42:37,35.7,1.6,29.4,1.7,1.8,35.6
190,12:42:38,35.6,1.2,28.8,1.7,1.8,35.6
191,12:42:39,35.6,1.6,28.1,2.5,1.9,35.7
192,12:42:40,35.7,3.2,27.9,3.8,2.1,35.7
193,12:42:41,35.8,2.6,28.7,2.9,2.2,35.7
194,12:42:42,35.7,1.6,28.4,2.2,2.2,35.7
195,12:42:43,35.6,1.4,27.8,2.6,2.3,35.7
196,12:42:44,35.5,2.2,26.4,4.2,2.5,35.9
197,12:42:45,35.1,2.6,25.4,5.3,2.9,35.9
198,12:42:46,35,3.3,25.4,5.7,3.3,35.9
199,12:42:47,35.7,3.3,27.3,4.3,3.5,35.9
200,12:42:48,36,3.4,28.5,3.7,3.7,35.9
201,12:42:49,36,2.4,28.9,2.6,3.7,35.8
202,12:42:50,35.8,1,28.4,1.9,3.5,35.8
203,12:42:51,35.5,1.5,26.8,3.5,3.6,35.8
204,12:42:52,35,2.4,25.2,5.3,3.9,35.8
205,12:42:53,34.3,3.9,23.9,7.2,4.4,35.8
206,12:42:54,31.8,3.6,22.4,8.4,4.8,36.1
207,12:42:55,31.6,3.6,20.3,10.4,5.3,36.1
208,12:42:56,31.2,3.2,18.4,12,5.9,36.1
209,12:42:57,32,4.7,17.4,13.4,6.9,36.1
210,12:42:58,31.9,6.4,17.6,13.9,7.9,36.1
211,12:42:59,32.2,7.9,18.5,14,9,36.2
212,12:43:00,31.8,6.8,17.5,14.2,10.2,36.2
213,12:43:01,32.7,4.8,19.4,11.6,11,36.2
214,12:43:02,31.8,2.9,21.5,9,11.4,36.2
215,12:43:03,35.1,2,24.1,6.3,11.3,36.2
216,12:43:04,35.9,1.7,26.9,3.5,10.8,36.2
217,12:43:05,36.3,1.1,29.5,1.3,9.9,36.2
218,12:43:06,36.3,0.8,31.7,1.9,8.9,36.2
219,12:43:07,36.1,1.2,33.9,4.1,8,36.2
220,12:43:08,35.4,2.5,35.9,6.4,7.2,36.2
221,12:43:09,34.3,2.7,38.1,8.6,6.7,36.1
222,12:43:10,34.2,3.7,37.9,8.8,6.1,36.1
223,12:43:11,35.5,2.6,35.7,6.3,5.6,36.1
224,12:43:12,36,1.2,33.5,3.7,5.1,36.1
225,12:43:13,36.3,1,31.5,1.8,4.6,36.1
226,12:43:14,35.9,1,29.3,1.3,4.4,35.8
227,12:43:15,35.6,1,27.6,2.6,4.5,35.8
228,12:43:16,35.2,1.4,25.6,4.6,4.8,35.8
229,12:43:17,34.8,2.2,24.6,5.8,5,35.8
230,12:43:17,35.1,3.4,25.7,5.5,4.9,35.8
231,12:43:18,36.1,3.3,28.1,3.8,4.4,36
232,12:43:19,36.4,2.8,31,3,3.8,36
233,12:43:20,36.1,2.5,33.4,4.2,3.6,36
234,12:43:21,35.4,2.5,35.9,6.4,3.9,36
235,12:43:22,34.5,2,38.1,8.4,4.6,36
236,12:43:23,33.9,2.9,38.8,9.3,5.4,35.9
237,12:43:24,34.4,3.4,37.5,8.2,5.9,35.9
238,12:43:25,35.3,3.4,35.8,6.7,6.1,35.9
239,12:43:26,36,2.5,33.2,4,6,35.9
240,12:43:27,36.2,1.6,31.1,1.9,5.6,35.9
241,12:43:28,35.9,1,29.8,1,5.3,35.8
242,12:43:29,35.9,1.7,28.4,2.3,5.3,35.8
243,12:43:30,35.6,1.1,27.3,3,5.1,35.8
244,12:43:31,35.9,1.2,29.5,1.4,4.6,35.8
245,12:43:32,36.1,2.4,31.8,3,4.1,35.8
246,12:43:33,35.7,2.6,34.4,5.1,3.7,35.8
247,12:43:34,34.6,3.2,37.2,7.9,3.6,35.8
248,12:43:35,33.8,5,38.2,9.6,3.9,35.8
249,12:43:36,33,6.5,39.3,11.3,4.7,35.8
250,12:43:37,32.4,6,41,12.5,5.7,35.8
251,12:43:38,32.1,4.5,42.5,13.3,6.9,35.7
252,12:43:39,32.1,4.1,43.3,13.9,8.1,35.7
253,12:43:40,32.5,3.3,41.5,12,9,35.7
254,12:43:41,33.3,3.2,39.5,10,9.9,35.7
255,12:43:42,34.3,2.7,37.4,7.9,10.4,35.7
256,12:43:43,35.2,2.4,35.9,6.4,10.5,36
257,12:43:44,35.4,2.3,35.4,5.8,10.3,36
258,12:43:45,35.4,2.4,35.4,5.9,9.9,36
259,12:43:46,35.4,2.3,35.4,5.8,9.4,36
260,12:43:47,35.7,2.3,34.6,5.2,8.6,36
261,12:43:48,35.9,2.3,34.4,5,7.8,36.2
262,12:43:49,35.9,2.3,34.4,5,6.9,36.2
263,12:43:50,35.9,2.4,34.4,5,6.2,36.2
264,12:43:51,35.9,2.3,34.4,5,5.7,36.2
265,12:43:52,35.9,2.3,34.4,5,5.4,36.2
266,12:43:53,35.7,2.3,34.4,5,5.3,35.9
267,12:43:54,35.7,2.3,34.4,5,5.2,35.9
268,12:43:55,35.7,2.3,34.4,5,5.1,35.9
269,12:43:56,35.7,2.3,34.4,5,5,35.9
270,12:43:57,35.7,2.3,34.4,5,5,35.9
271,12:43:58,35.8,2.3,34.4,5,5,35.9
272,12:43:59,35.8,2.3,34.4,5,5,35.9
273,12:44:00,35.8,2.3,34.4,5,5,35.9
274,12:44:01,35.8,2.4,34.4,5,5,35.9
275,12:44:02,35.8,2.3,34.4,5,5,35.9
276,12:44:03,35.8,2.3,34.4,5,5,35.9
277,12:44:04,35.7,2.3,34.4,5,5,35.9
278,12:44:05,35.7,2.3,34.4,5,5,35.9
279,12:44:06,35.7,2.3,34.4,5,5,35.9
280,12:44:07,35.7,2.3,34.4,5,5,35.9
281,12:44:08,35.7,2.3,34.4,5,5,35.9
282,12:44:09,35.7,2.3,34.4,5,5,35.9
283,12:44:10,35.7,2.3,34.4,5,5,35.9
284,12:44:11,35.7,2.3,34.4,5,5,35.9
285,12:44:12,35.7,2.3,34.4,5,5,35.9
286,12:44:13,35.7,2.3,34.4,5,5,35.9
287,12:44:14,35.7,2.3,34.4,5,5,35.9
288,12:44:15,35.7,2.3,34.4,5,5,35.9
289,12:44:16,35.7,2.3,34.4,5,5,35.9
290,12:44:17,35.7,2.3,34.4,5,5,35.9
291,12:44:18,35.9,2.3,34.4,5,5,36.1
292,12:44:19,35.9,2.3,34.4,5,5,36.1
293,12:44:20,35.9,2.3,34.4,5,5,36.1
294,12:44:21,35.9,2.3,34.4,5,5,36.1
295,12:44:22,35.9,2.3,34.4,5,5,36.1
296,12:44:23,35.9,2.3,34.4,5,5,36.1
297,12:44:24,35.9,2.3,34.4,5,5,36.1
298,12:44:25,35.9,2.3,34.4,5,5,36.1
299,12:44:26,35.9,2.3,34.4,5,5,36.1
300,12:44:27,35.9,2.3,34.4,5,5,36.1
301,12:44:28,35.9,2.3,34.4,5,5,36.1
302,12:44:29,35.7,2.3,34.4,5,5,35.9
303,12:44:30,35.7,2.3,34.4,5,5,35.9
304,12:44:31,35.7,2.3,34.4,5,5,35.9
305,12:44:32,35.7,2.3,34.4,5,5,35.9
306,12:44:33,35.8,2.3,34.4,5,5,36
307,12:44:34,35.8,2.3,34.4,5,5,36
308,12:44:35,35.8,2.3,34.4,5,5,36
309,12:44:36,35.8,2.3,34.4,5,5,36
310,12:44:37,35.8,2.3,34.4,5,5,36
311,12:44:38,35.8,2.3,34.4,5,5,36
312,12:44:39,35.8,2.3,34.4,5,5,36
313,12:44:40,35.8,2.3,34.4,5,5,36
314,12:44:41,35.8,2.3,34.4,5,5,36
315,12:44:42,35.8,2.3,34.4,5,5,36
316,12:44:43,35.9,2.3,34.4,5,5,36.1
317,12:44:44,35.9,2.3,34.4,5,5,36.1
318,12:44:45,35.9,2.3,34.4,5,5,36.1
319,12:44:46,35.9,2.3,34.4,5,5,36.1
320,12:44:47,35.9,2.3,34.4,5,5,36.1
321,12:44:48,35.9,2.3,34.4,5,5,36.1
322,12:44:49,35.9,2.4,34.4,5,5,36.1
323,12:44:50,35.9,2.3,34.4,5,5,36.1
324,12:44:51,36,2.3,34.3,4.9,5,36.1
325,12:44:52,35.9,2.3,34.4,5,5,36.1
326,12:44:53,35.9,2.3,34.4,5,5,36.1
327,12:44:54,35.9,2.3,34.4,5,5,36.1
328,12:44:55,35.9,2.3,34.4,5,5,36.1
329,12:44:56,35.9,2.3,34.4,5,5,36.1
330,12:44:57,35.9,2.3,34.4,5,5,36.1
331,12:44:58,35.5,2.4,34.3,4.9,5,35.7
332,12:44:59,35.5,2.3,34.4,5,5,35.7
333,12:45:00,35.5,2.3,34.4,5,5,35.7
334,12:45:01,35.5,2.3,34.4,5,5,35.7
335,12:45:02,35.5,2.3,34.4,5,5,35.7
336,12:45:03,35.6,2.3,34.4,5,5,35.7
337,12:45:04,35.6,2.3,34.4,5,5,35.7
338,12:45:05,35.6,2.3,34.3,4.9,5,35.7
339,12:45:06,35.6,2.3,34.4,5,5,35.7
340,12:45:07,35.6,2.3,34.4,5,5,35.7
341,12:45:08,35.6,2.3,34.4,5,5,35.7
342,12:45:09,35.6,2.3,34.3,4.9,5,35.7
343,12:45:10,35.7,2.4,34.1,4.8,4.9,35.7
344,12:45:11,35.7,2.6,33.8,4.6,4.9,35.7
345,12:45:12,35.8,2.5,33.3,4.1,4.8,35.7
346,12:45:13,35.8,2.4,33.2,4,4.7,35.7
347,12:45:14,35.7,1.6,33,3.4,4.6,35.7
348,12:45:15,35.7,1.1,32.4,2.7,4.3,35.7
349,12:45:16,35.9,1.8,31.5,2.3,4.1,35.7
350,12:45:17,35.9,2.3,30.4,2.3,3.8,35.7
351,12:45:18,35.9,3.1,29.8,3.1,3.6,35.7
352,12:45:19,35.7,4.5,29.3,4.6,3.6,35.6
353,12:45:20,34.7,6.8,29.3,6.8,3.8,35.6
354,12:45:21,33.6,8.7,30.6,8.8,4.2,35.6
355,12:45:22,33.2,11,31.9,11.2,4.9,35.6
356,12:45:23,32.7,13,32.9,13.4,5.8,35.8
357,12:45:24,31.7,15.9,33,16.2,7.1,35.8
358,12:45:25,30.6,18.8,32.9,19,8.8,35.8
359,12:45:26,30,21.7,31.8,21.7,10.7,35.8
360,12:45:27,29.7,24.2,32.3,24.3,12.9,35.8
361,12:45:28,29.1,26.9,32.7,27,15.3,35.8
362,12:45:29,28.6,28.9,32.2,29,17.7,35.9
363,12:45:30,28,30.5,33.9,30.8,20.1,35.9
364,12:45:31,28,32.8,34.1,33,22.6,35.9
365,12:45:32,27.7,34.5,34.2,34.7,24.9,35.9
366,12:45:33,27.8,34.4,32.4,34.5,27,35.9
367,12:45:34,28.2,32,32.6,32.1,28.6,35.5
368,12:45:35,28.2,30.1,34.6,30.4,29.8,35.5
369,12:45:36,28,31.2,36.5,31.9,30.8,35.5
370,12:45:37,28,32.9,38.2,33.9,31.7,35.5
371,12:45:38,28,34.6,40.6,36.2,32.6,35.5
372,12:45:39,28.1,35.7,43,38,33.5,35.5
373,12:45:40,27.7,36.6,45.6,39.8,34.5,35.5
374,12:45:41,27.4,36.5,48,40.7,35.2,35.5
375,12:45:42,27.2,36.4,50.5,41.8,35.9,35.5
376,12:45:43,27.3,36.6,52.8,43.2,36.8,35.5
377,12:45:44,27.2,35.6,54.7,43.4,37.9,35.5
378,12:45:45,27.1,35.8,56.5,44.6,39.3,35.5
379,12:45:46,27.1,36.9,58.1,46.4,40.8,35.5
380,12:45:47,27.1,35.7,59.2,46.1,42,35.5
381,12:45:48,27,34.4,58.4,44.6,42.8,35.5
382,12:45:49,27.3,32.7,56.9,42.3,43.3,35.2
383,12:45:50,27.4,31.1,55.4,40.1,43.3,35.2
384,12:45:51,27.7,29.6,53.9,38,43,35.2
385,12:45:52,27.8,28.4,51.4,35.6,42.4,35.2
386,12:45:53,28,27.7,49.2,33.7,41.5,35.2
387,12:45:54,28.2,26.7,47.1,31.7,40.3,35.3
388,12:45:55,28.3,25.6,45,29.7,38.8,35.3
389,12:45:56,28.5,24.7,43.3,28.1,37,35.3
390,12:45:57,29.2,23.5,42.1,26.4,35,35.3
391,12:45:58,29.3,22.6,41.4,25.3,33.1,35.3
392,12:45:59,29.4,22.3,40.5,24.7,31.3,35.2
393,12:46:00,29.5,21.6,39.6,23.6,29.7,35.2
394,12:46:01,30.2,20.4,38.1,22,28.1,35.2
395,12:46:02,29.9,20.3,36.8,21.4,26.7,35.2
396,12:46:03,30.2,18.9,35.7,19.8,25.3,35.2
397,12:46:04,30.5,17.7,34,18.1,23.9,35.4
398,12:46:05,30.8,17,32.3,17.2,22.7,35.4
399,12:46:06,31.7,16,30.5,16,21.4,35.4
400,12:46:07,31.7,15.2,28.6,15.3,20.3,35.4
401,12:46:08,31.8,14.9,27.5,15.1,19.3,35.4
402,12:46:09,32,14,26,14.5,18.3,35.4
403,12:46:10,32.2,13,24.9,14,17.3,35.4
404,12:46:11,32.4,11.9,24.1,13.3,16.5,35.4
405,12:46:12,32.4,11.3,23.1,13.3,15.6,35.4
406,12:46:13,32.5,10.1,22.5,12.6,14.9,35.4
407,12:46:14,32.7,8.8,21.5,12.2,14.3,35.4
408,12:46:15,32.6,7.7,20.3,12.4,13.9,35.4
409,12:46:16,32.7,6.6,19.6,12.3,13.5,35.4
410,12:46:17,32.6,5.6,19.1,12.2,13.2,35.4
411,12:46:18,32.6,4.8,18.9,12.1,12.9,35.4
412,12:46:19,31.8,3.5,18.8,11.7,12.6,35.4
413,12:46:20,31.8,3.5,18.8,11.7,12.4,35.4
414,12:46:21,31.8,3.5,18.8,11.7,12.2,35.4
415,12:46:22,31.7,3.4,18.8,11.7,12.1,35.4
416,12:46:23,31.7,3.4,18.8,11.7,12,35.4
417,12:46:24,31.7,3.4,18.8,11.7,11.9,35.5
418,12:46:25,31.7,3.4,18.8,11.7,11.9,35.5
419,12:46:26,31.7,3.4,18.8,11.7,11.8,35.5
420,12:46:27,31.7,3.4,18.8,11.7,11.7,35.5
421,12:46:28,31.7,3.4,18.8,11.7,11.7,35.5
422,12:46:29,31.6,3.4,18.8,11.7,11.7,35.5
423,12:46:30,31.6,3.4,18.8,11.7,11.7,35.5
424,12:46:31,31.6,3.4,18.8,11.7,11.7,35.5
425,12:46:32,31.6,3.4,18.8,11.7,11.7,35.5
426,12:46:33,31.6,3.4,18.8,11.7,11.7,35.5
427,12:46:34,31.5,3.4,18.8,11.7,11.7,35.4
428,12:46:35,31.5,3.4,18.8,11.7,11.7,35.4
429,12:46:36,31.5,3.4,18.8,11.7,11.7,35.4
430,12:46:37,31.5,3.4,18.8,11.7,11.7,35.4
431,12:46:38,31.5,3.4,18.8,11.7,11.7,35.4
432,12:46:39,31.6,3.4,18.8,11.7,11.7,35.2
433,12:46:40,31.6,3.4,18.8,11.7,11.7,35.2
434,12:46:41,31.6,3.4,18.8,11.7,11.7,35.2
435,12:46:42,31.6,3.4,18.9,11.6,11.7,35.2
436,12:46:43,31.6,3.4,18.8,11.7,11.7,35.2
437,12:46:44,31.6,3.5,18.8,11.7,11.7,35.2
438,12:46:45,31.6,3.4,18.8,11.7,11.7,35.2
439,12:46:46,31.6,3.4,18.8,11.7,11.7,35.2
440,12:46:47,31.6,3.4,18.8,11.7,11.7,35.2
441,12:46:48,31.6,3.4,18.8,11.7,11.7,35.2
442,12:46:49,31.5,3.4,18.8,11.7,11.7,35.2
443,12:46:50,31.5,3.4,18.8,11.7,11.7,35.2
444,12:46:51,31.5,3.4,18.8,11.7,11.7,35.2
445,12:46:52,31.5,3.4,18.8,11.7,11.7,35.2
446,12:46:53,31.5,3.4,18.8,11.7,11.7,35.2
447,12:46:54,31.5,3.4,18.8,11.7,11.7,35.2
448,12:46:55,31.5,3.4,18.8,11.7,11.7,35.2
449,12:46:56,31.5,3.4,18.8,11.7,11.7,35.2
450,12:46:57,31.5,3.4,18.8,11.7,11.7,35.2
451,12:46:58,31.5,3.4,18.8,11.7,11.7,35.2
452,12:46:59,31.5,3.4,18.8,11.7,11.7,35.4
453,12:47:00,31.5,3.4,18.8,11.7,11.7,35.4
454,12:47:01,31.5,3.4,18.8,11.7,11.7,35.4
