Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
98,17:59:12,32.8,11.9,39.3,15.1,16.5,36.1
99,17:59:13,32.7,12.9,39.4,16,15.9,36.1
100,17:59:14,32.7,14.2,39.3,16.9,15.6,36.1
101,17:59:15,32.8,15.2,38.8,17.6,15.5,36.1
102,17:59:16,32.9,15.3,38.9,17.7,15.6,36.2
103,17:59:17,32.8,15.3,39.3,17.9,15.8,36.2
104,17:59:18,32.7,15.8,40.1,18.7,16.2,36.2
105,17:59:19,32.6,16.3,41.4,19.9,16.8,36.2
106,17:59:20,32.5,16,42.6,20.4,17.5,36.2
107,17:59:21,32.8,14.7,43.3,19.8,18,36.2
108,17:59:22,32.4,13.6,44.2,19.7,18.5,36.2
109,17:59:23,32.4,12.7,45.3,19.9,18.9,36.2
110,17:59:24,32.4,12.7,45.3,19.9,19.1,36.2
111,17:59:25,32.4,12.5,45.4,19.8,19.4,36.2
112,17:59:26,32.6,12.5,45.2,19.6,19.6,36
113,17:59:27,32.8,11.7,45.3,19.2,19.7,36
114,17:59:28,32.9,11.1,45.3,18.9,19.7,36
115,17:59:29,32.9,10.9,45.2,18.7,19.6,36
116,17:59:30,33,10.3,45.1,18.3,19.4,36
117,17:59:31,32.9,10.2,44.8,18,19.2,36
118,17:59:32,33,10.5,44.7,18.1,19,36
119,17:59:33,33,10.7,44.6,18.1,18.9,36
120,17:59:34,33,10.7,44.5,18,18.7,36
121,17:59:35,33,10.5,44.4,17.9,18.5,35.9
122,17:59:36,33,10.7,44.3,17.8,18.3,35.9
123,17:59:37,33,10.7,44.3,17.8,18.2,35.9
124,17:59:38,33,10.7,44.4,17.9,18.1,35.9
125,17:59:39,33,10.7,44.4,17.9,18,35.9
126,17:59:40,33,10.7,44.4,17.9,18,35.9
127,17:59:41,32.9,10.7,44.5,18,18,35.8
128,17:59:42,32.9,10.9,44.3,18,17.9,35.8
129,17:59:43,32.9,11,44.4,18.1,18,35.8
130,17:59:44,32.8,11.1,44.6,18.4,18,35.8
131,17:59:45,32.7,11.8,44.8,19,18.1,35.8
132,17:59:46,32.4,13,45.8,20.5,18.4,35.9
133,17:59:47,31.7,13.7,47.2,22,18.8,35.9
134,17:59:48,31.5,13.7,48,22.6,19.2,35.9
135,17:59:49,31.5,13.4,48,22.4,19.7,35.9
136,17:59:50,31.4,13.3,48.1,22.4,20.1,35.9
137,17:59:51,31.2,13.3,48.5,22.8,20.6,35.8
138,17:59:52,31.2,13.5,48.7,23.1,21.1,35.8
139,17:59:53,31.1,14,49.6,24,21.7,35.8
140,17:59:54,31,14.5,49.9,24.6,22.3,35.8
141,17:59:55,31,14,50.2,24.6,22.9,35.8
142,17:59:56,30.2,14.2,51.7,25.9,23.5,35.8
143,17:59:57,30.2,13.4,52.7,26.4,23.9,35.8
144,17:59:58,30.3,12.6,52.9,26.2,24.2,35.8
145,17:59:59,30.1,13.5,53.6,27.2,24.7,35.8
146,18:00:00,29.8,15.3,54.4,28.8,25.4,35.9
147,18:00:01,29.5,16.9,55.5,30.6,26.1,35.9
148,18:00:02,29.2,18.6,55.4,31.5,27,35.9
149,18:00:03,29,20.9,55.3,32.8,27.8,35.9
150,18:00:04,28.9,22.7,54.7,33.6,28.7,35.9
151,18:00:05,29,23.4,54.1,33.6,29.6,35.9
152,18:00:06,29.4,22.3,52.6,31.8,30.2,35.9
153,18:00:07,29.5,21.8,51.8,30.8,30.7,35.9
154,18:00:08,29.5,21,50.7,29.5,31,35.9
155,18:00:09,29.8,20.9,48.6,28,31.1,35.9
156,18:00:10,30,20.1,46.9,26.3,30.8,35.9
157,18:00:11,30.4,18.5,45.9,24.4,30.2,35.8
158,18:00:12,30.9,16.8,45.1,22.5,29.3,35.8
159,18:00:13,31.4,15,44.2,20.6,28.1,35.8
160,18:00:14,32.2,13.8,43.9,19.6,26.7,35.8
161,18:00:15,32.2,13.2,43.5,18.8,25.2,35.8
162,18:00:16,32,12.6,42.9,18.1,23.9,35.9
163,18:00:17,32,12,43.1,17.7,22.6,35.9
164,18:00:18,32,11.7,42.9,17.4,21.4,35.9
165,18:00:19,32,11.3,42.9,17.2,20.3,35.9
166,18:00:20,32.2,10.8,42.5,16.5,19.3,35.9
167,18:00:21,32.3,10.5,42,16,18.5,35.9
168,18:00:22,32.3,10.1,42.6,16.2,17.8,35.9
169,18:00:23,32.3,9.8,42.9,16.2,17.4,35.9
170,18:00:24,32.3,9.4,42.8,15.9,17,35.9
171,18:00:25,32.5,9.4,42.8,15.9,16.7,36
172,18:00:26,32.5,9.2,42.9,15.9,16.5,36
173,18:00:27,32.6,9.1,42.4,15.4,16.3,36
174,18:00:28,32.7,8.6,42.3,15,16,36
175,18:00:29,32.7,8.2,42.2,14.7,15.8,36
176,18:00:30,32.9,7.1,42.5,14.4,15.6,36
177,18:00:31,32.9,7.1,42.4,14.3,15.4,36.2
178,18:00:32,32.9,7.3,42.4,14.4,15.2,36.2
179,18:00:33,32.9,7.3,42.4,14.4,15,36.2
180,18:00:34,32.9,7.1,42.3,14.2,14.9,36.2
181,18:00:35,32.9,7,42.3,14.2,14.7,36.2
182,18:00:36,32.7,7,42.2,14.1,14.5,36.3
183,18:00:37,32.8,7,42.1,14,14.4,36.3
184,18:00:38,32.8,6.9,41.9,13.8,14.2,36.3
185,18:00:39,33,6.7,41.3,13.1,14.1,36.3
186,18:00:40,33.2,6.8,40.8,12.8,13.9,36.3
187,18:00:41,33.2,6.8,40.7,12.7,13.8,36.2
188,18:00:42,33.3,6.2,40.9,12.6,13.6,36.2
189,18:00:43,33.3,6.5,40.7,12.5,13.4,36.2
190,18:00:44,33.3,6.8,40.4,12.4,13.2,36.2
191,18:00:45,33.3,6.9,40.3,12.4,13,36.1
192,18:00:46,33.3,7,40.3,12.5,12.9,36.1
193,18:00:47,33.3,6.9,40.3,12.4,12.7,36.1
194,18:00:48,33.3,7,40.3,12.5,12.6,36.1
195,18:00:49,33.3,6.9,40.2,12.3,12.5,36.1
196,18:00:50,33.3,7,40.2,12.4,12.5,36.1
197,18:00:51,33.3,6.9,40.1,12.2,12.4,36.3
198,18:00:52,33.3,6.9,40,12.2,12.4,36.3
199,18:00:53,33.3,6.9,40.1,12.2,12.4,36.3
200,18:00:54,33.3,6.9,40.1,12.2,12.3,36.3
201,18:00:55,33.2,7.1,40,12.3,12.3,36.3
202,18:00:56,33.3,6.7,40,12,12.3,36.3
203,18:00:57,33.4,6.6,40,12,12.2,36.3
204,18:00:58,33.4,6.6,40,12,12.2,36.3
205,18:00:59,33.4,6.6,39.9,11.9,12.1,36.3
206,18:01:00,33.4,6.6,39.9,11.9,12.1,36.3
207,18:01:01,33.4,6.6,39.8,11.8,12,36.1
208,18:01:02,33.3,6.6,39.9,11.9,12,36.1
209,18:01:03,33.4,6.8,39.7,11.8,12,36.1
210,18:01:04,33.4,6.7,39.6,11.7,11.9,36.1
211,18:01:05,33.4,6.6,39.6,11.6,11.9,36.1
212,18:01:06,33.6,6.4,39.7,11.6,11.8,36
213,18:01:07,33.6,6.5,39.7,11.6,11.8,36
214,18:01:08,33.5,6.6,39.8,11.8,11.8,36
215,18:01:09,33.5,6.6,39.8,11.8,11.8,36
216,18:01:10,33.4,6.5,39.8,11.7,11.7,35.9
217,18:01:11,33.4,6.5,39.8,11.7,11.7,35.9
218,18:01:12,33.4,6.5,39.7,11.6,11.7,35.9
219,18:01:13,33.5,6.4,39.7,11.6,11.7,35.9
220,18:01:14,33.5,6.4,39.7,11.6,11.7,35.9
221,18:01:15,33.5,6.4,39.6,11.5,11.7,35.9
222,18:01:16,33.5,6.4,39.6,11.5,11.6,35.9
223,18:01:17,33.5,6.4,39.5,11.4,11.6,35.9
224,18:01:18,33.5,6.2,39.6,11.4,11.6,35.9
225,18:01:19,33.5,6.4,39.5,11.4,11.5,35.9
226,18:01:20,33.5,6.2,39.6,11.4,11.5,35.9
227,18:01:21,33.6,6.1,39.5,11.3,11.5,36
228,18:01:22,33.7,6,39.4,11.1,11.4,36
229,18:01:23,33.7,6,39.5,11.2,11.4,36
230,18:01:24,33.7,6,39.5,11.2,11.4,36
231,18:01:25,33.7,6,39.5,11.2,11.3,35.9
232,18:01:26,33.7,6,39.5,11.2,11.3,35.9
233,18:01:27,33.7,6,39.5,11.2,11.3,35.9
234,18:01:28,33.8,5.9,39.4,11.1,11.2,35.9
235,18:01:29,33.8,6.1,39.4,11.2,11.2,35.9
236,18:01:30,33.6,6.5,39.6,11.6,11.2,35.7
237,18:01:31,33.7,6.2,39.4,11.3,11.2,35.7
238,18:01:32,34.2,5.9,38.2,10.1,11.1,35.7
239,18:01:33,34.5,5.4,37.4,9.2,10.9,35.7
240,18:01:34,34.5,5.3,37.4,9.1,10.7,35.7
241,18:01:35,34.7,5.6,37.2,9.1,10.5,36
242,18:01:36,34.8,5.3,37.1,8.8,10.3,36
243,18:01:37,34.8,5.3,36.9,8.8,10,36
244,18:01:38,34.8,5.3,37.1,8.8,9.8,36
245,18:01:39,34.8,5.1,37.1,8.7,9.5,36
246,18:01:40,34.9,5.6,36.7,8.7,9.3,36
247,18:01:41,34.7,5.6,36.7,8.7,9,36.1
248,18:01:42,34.8,5.4,36.7,8.7,8.9,36.1
249,18:01:43,34.8,5.3,36.7,8.6,8.8,36.1
250,18:01:44,34.9,5.2,36.5,8.4,8.7,36.1
251,18:01:45,34.8,5.2,36.6,8.4,8.7,36.1
252,18:01:46,34.7,5.2,36.6,8.4,8.6,36.1
253,18:01:47,34.8,5.2,36.3,8.2,8.6,36.1
254,18:01:48,35,4.3,36,7.4,8.4,36.1
255,18:01:49,35.3,2.9,36.3,7,8.3,36.1
256,18:01:50,35.5,2.2,35.7,6.1,8,36.1
257,18:01:51,35.8,1.1,34.5,4.7,7.6,36.2
258,18:01:52,36,0.8,33.2,3.3,7,36.2
259,18:01:53,36.2,0.9,32.3,2.5,6.4,36.2
260,18:01:54,36.3,1.5,31.3,1.9,5.8,36.2
261,18:01:55,36.6,2.5,30.7,2.6,5.2,36.3
262,18:01:56,36.6,3.2,30.4,3.2,4.7,36.3
263,18:01:57,36.6,3.2,29.9,3.2,4.2,36.3
264,18:01:58,36.5,3.1,29.2,3.2,3.8,36.3
265,18:01:59,36.4,3.3,28,3.8,3.4,36.3
266,18:02:00,36.1,3.5,28,4,3.2,36.1
267,18:02:01,35.7,4.8,27.7,5.3,3.3,36.1
268,18:02:02,35.2,6,27.2,6.6,3.6,36.1
269,18:02:03,34.7,7.6,27.1,8.2,4.2,36.1
270,18:02:04,34.3,9.2,27.3,9.6,5,36.1
271,18:02:05,34.2,10.2,27.1,10.6,5.8,36.1
272,18:02:06,33.6,11.9,28.1,12.1,6.7,36.1
273,18:02:07,33.6,12.2,28.8,12.3,7.6,36.1
274,18:02:08,33.7,11.7,30.2,11.7,8.4,36.1
275,18:02:09,33.6,11.5,32,11.6,9.2,36.1
276,18:02:10,33.2,11.3,33.9,12,10,36.1
277,18:02:11,33.2,10.5,35.7,12,10.7,36.1
278,18:02:12,33.6,9.5,37.2,11.9,11.2,36.1
279,18:02:13,33.4,8.7,37.9,11.8,11.6,36.1
280,18:02:14,33.4,7.9,38.2,11.4,11.7,36.1
281,18:02:15,33.3,7.5,38.6,11.4,11.8,36.1
282,18:02:16,33.3,6.9,38.5,11,11.7,35.9
283,18:02:17,33.4,6.8,38.5,10.9,11.6,35.9
284,18:02:18,33.5,6.1,38.4,10.4,11.4,35.9
285,18:02:19,33.7,5.4,38.3,9.9,11.3,35.9
286,18:02:20,33.8,5.6,38.3,10,11.1,35.8
287,18:02:21,33.6,5.7,38.6,10.3,10.9,35.8
288,18:02:22,33.6,5.7,38.6,10.3,10.8,35.8
289,18:02:23,33.6,5.6,38.6,10.3,10.6,35.8
290,18:02:24,33.8,5.2,38.5,10,10.5,35.8
291,18:02:25,33.8,5.2,38.3,9.8,10.3,35.8
292,18:02:26,33.9,4.2,38.4,9.4,10.1,35.6
293,18:02:27,34.2,3.2,37.7,8.3,9.9,35.6
294,18:02:28,34.7,1.7,36.8,7.1,9.5,35.6
295,18:02:29,35,1.2,35.6,5.7,9.1,35.6
296,18:02:30,35,1.2,35.6,5.7,8.7,35.6
297,18:02:31,35.1,1.1,34.9,5.1,8.2,35.5
298,18:02:32,35.1,1.2,34.5,4.7,7.6,35.5
299,18:02:33,35.3,1.4,33.7,3.9,7,35.5
300,18:02:34,35.3,1.4,33.6,3.8,6.4,35.5
301,18:02:35,35.3,1.4,33.6,3.8,5.8,35.5
302,18:02:36,35.6,1.4,33.5,3.7,5.2,35.8
303,18:02:37,35.7,1.7,33.2,3.6,4.7,35.8
304,18:02:38,35.7,1.9,32.6,3.3,4.3,35.8
305,18:02:39,35.8,2.2,32.6,3.4,4.1,35.8
306,18:02:40,35.7,2.7,33.1,4.1,3.9,35.8
307,18:02:41,36,3.2,33.4,4.6,3.9,36
308,18:02:42,35.5,4.1,34.2,5.9,4,36
309,18:02:43,35.5,4.1,34.2,5.9,4.2,36
310,18:02:44,36,4,34.5,6,4.4,36
311,18:02:45,35.1,4.5,35.5,7.1,4.8,36
312,18:02:46,35,4.9,35.8,7.6,5.1,36
313,18:02:47,35,4.9,35.7,7.5,5.5,36
314,18:02:48,34.9,5,36.1,7.9,6,36
315,18:02:49,34.9,5,36.1,7.9,6.4,36
316,18:02:50,34.9,4.9,36.2,7.9,6.8,36
317,18:02:51,34.9,5,36.1,7.9,7.1,36
318,18:02:52,34.9,5,36.1,7.9,7.3,36
319,18:02:53,34.7,5.1,36.6,8.4,7.6,36
320,18:02:54,34.4,5.3,37.4,9.1,7.9,36
321,18:02:55,34.2,5.4,37.8,9.5,8.1,36
322,18:02:56,34.3,5.3,37.8,9.4,8.3,36
323,18:02:57,34.2,5.2,37.9,9.5,8.5,36
324,18:02:58,34.2,5,38.1,9.5,8.7,36
325,18:02:59,34.2,4.9,38.2,9.5,8.9,36
326,18:03:00,34.2,4.9,38.2,9.5,9,36
327,18:03:01,34.2,4.9,38.3,9.6,9.2,36
328,18:03:02,34.2,4.9,38.4,9.7,9.4,36
329,18:03:03,34.2,4.9,38.4,9.7,9.5,36
330,18:03:04,34.2,4.9,38.4,9.7,9.6,36
331,18:03:05,34.1,4.7,38.3,9.5,9.6,35.9
332,18:03:06,34,4.8,38.5,9.8,9.6,35.9
333,18:03:07,34,4.9,38.5,9.8,9.7,35.9
334,18:03:08,33.9,4.9,38.7,10,9.7,35.9
335,18:03:09,33.8,5.2,38.9,10.4,9.8,35.9
336,18:03:10,33.8,5.2,38.9,10.4,9.9,35.8
337,18:03:11,33.7,5,39.2,10.4,9.9,35.8
338,18:03:12,33.8,4.9,38.8,10.1,10,35.8
339,18:03:13,33.7,4.9,39.1,10.3,10,35.8
340,18:03:14,33.8,5,38.9,10.2,10.1,35.8
341,18:03:15,33.8,5,38.9,10.2,10.2,35.8
342,18:03:16,33.6,4.9,39.2,10.4,10.2,35.6
343,18:03:17,33.7,4.7,39.1,10.2,10.3,35.6
344,18:03:18,33.7,4.5,39.1,10.1,10.3,35.6
345,18:03:19,33.7,4.4,39.2,10.2,10.3,35.6
346,18:03:20,33.8,4.2,39.1,10,10.2,35.6
347,18:03:21,34.5,4,38.7,9.6,10.1,35.6
348,18:03:22,33.8,3.9,38.8,9.6,10.1,35.6
349,18:03:23,33.8,3.9,38.8,9.6,10,35.6
350,18:03:24,34,3.9,38.3,9.2,9.9,35.6
351,18:03:25,34.4,3.3,37.7,8.4,9.7,35.6
352,18:03:26,34.7,2.9,37.4,7.9,9.5,35.8
353,18:03:27,34.9,2.8,36.8,7.4,9.2,35.8
354,18:03:28,35.1,3.3,36.3,7.1,8.9,35.8
355,18:03:29,35.2,3.7,35.9,7,8.6,35.8
356,18:03:30,35.7,4,35.4,6.7,8.3,35.8
357,18:03:31,35,4.1,35.2,6.6,8,35.8
358,18:03:32,35.1,4.1,35.1,6.5,7.6,35.8
359,18:03:33,35.2,4.2,34.6,6.3,7.3,35.8
360,18:03:34,35.9,4,34.3,5.9,7,35.8
361,18:03:35,35.7,3.9,34.3,5.8,6.7,35.8
362,18:03:36,35.7,3.7,34.1,5.6,6.5,35.8
363,18:03:37,35.8,3.9,33.8,5.4,6.3,35.8
364,18:03:38,35.8,3.7,33.9,5.4,6.1,35.8
365,18:03:39,35.8,3.5,33.8,5.2,5.9,35.8
366,18:03:40,35.7,3.4,34.1,5.3,5.8,35.8
367,18:03:41,36.1,3.4,34,5.3,5.7,36.1
368,18:03:42,36,3.4,34.1,5.3,5.5,36.1
369,18:03:43,36,3.2,34.1,5.2,5.4,36.1
370,18:03:44,36,3.4,34.2,5.4,5.4,36.1
371,18:03:45,36,3.4,34.3,5.5,5.4,36.1
372,18:03:46,36.3,3.6,34.3,5.6,5.4,36.4
373,18:03:47,36.3,3.5,34.3,5.6,5.4,36.4
374,18:03:48,36.2,3.4,34.4,5.6,5.4,36.4
375,18:03:49,36.2,3.4,34.4,5.6,5.4,36.4
376,18:03:50,36.2,3.4,34.5,5.7,5.5,36.4
377,18:03:51,36.2,3.4,34.5,5.7,5.5,36.4
378,18:03:52,36.2,3.3,34.5,5.6,5.5,36.4
379,18:03:53,36.2,3.3,34.5,5.6,5.6,36.4
380,18:03:54,36.2,2.9,34.4,5.3,5.6,36.4
381,18:03:55,36.4,2.8,33.9,4.8,5.5,36.4
382,18:03:56,36.4,2.7,33.7,4.6,5.4,36.4
383,18:03:57,36.5,2.5,33.5,4.3,5.3,36.4
384,18:03:58,36.5,2.4,33.4,4.1,5.1,36.4
385,18:03:59,36.5,2.6,33.4,4.3,5,36.4
386,18:04:00,36.5,2.6,33.4,4.3,4.8,36.4
387,18:04:01,36.2,2.5,33.2,4,4.7,36.1
388,18:04:02,36.3,2.6,32.9,3.9,4.5,36.1
389,18:04:03,36.3,2.5,32.9,3.9,4.3,36.1
390,18:04:04,36.3,2.5,32.9,3.9,4.2,36.1
391,18:04:05,36.3,2.6,32.9,3.9,4.1,36.1
392,18:04:06,36.1,2.8,32.7,3.9,4,35.9
393,18:04:07,36.1,2.9,32.6,4,4,35.9
394,18:04:08,36.1,2.9,32.5,3.9,4,35.9
395,18:04:09,36.1,2.7,32.6,3.8,3.9,35.9
396,18:04:10,36,2.6,32.6,3.7,3.9,35.9
397,18:04:11,36,2.6,32.6,3.7,3.9,35.9
398,18:04:12,36,2.5,32.5,3.6,3.8,35.9
399,18:04:13,36,2.5,32.4,3.5,3.8,35.9
400,18:04:14,36,2.4,32.3,3.3,3.7,35.9
401,18:04:15,35.6,2.5,32.3,3.4,3.7,35.5
402,18:04:16,35.6,2.5,32.2,3.3,3.6,35.5
403,18:04:17,35.6,2.7,31.9,3.3,3.5,35.5
404,18:04:18,35.7,2.9,31.8,3.4,3.5,35.5
405,18:04:19,35.7,2.9,31.8,3.4,3.5,35.5
406,18:04:20,35.6,3.1,31.9,3.6,3.5,35.4
407,18:04:21,35.6,3.2,31.9,3.7,3.5,35.4
408,18:04:22,35.6,3.9,32,4.3,3.5,35.4
409,18:04:23,35.5,3.9,32.8,4.8,3.7,35.4
410,18:04:24,35.1,4.3,34.1,6,3.9,35.4
411,18:04:25,35,4.3,34.6,6.3,4.2,35.4
412,18:04:26,34.8,4.2,35.2,6.6,4.6,35.2
413,18:04:27,34.8,4.2,35.3,6.7,4.9,35.2
414,18:04:28,34.6,4.3,35.8,7.2,5.3,35.2
415,18:04:29,34.6,4.7,36,7.6,5.7,35.2
416,18:04:30,34.5,4.2,36.2,7.5,6.1,35.2
417,18:04:31,34.7,3.7,36.2,7.3,6.4,35.3
418,18:04:32,34.7,3.7,36.2,7.3,6.7,35.3
419,18:04:33,34.6,3.5,36.5,7.4,7,35.3
420,18:04:34,34.8,2.6,35.8,6.4,7,35.3
421,18:04:35,34.6,1.8,35.7,6,7,35
422,18:04:36,34.6,1.8,35.5,5.8,6.9,35
423,18:04:37,34.6,1.6,35.6,5.8,6.8,35
424,18:04:38,34.6,1.5,35.6,5.8,6.7,35
425,18:04:39,34.6,1.5,35.5,5.7,6.5,35
426,18:04:40,34.8,1.2,35.2,5.3,6.3,35.2
427,18:04:41,34.9,1.1,34.8,5,6,35.2
428,18:04:42,34.9,1.1,34.7,4.9,5.8,35.2
429,18:04:43,35,1.2,34.5,4.7,5.5,35.2
430,18:04:44,35,0.9,34.2,4.3,5.3,35.2
431,18:04:45,34.7,0.9,33.9,4,5.1,35
432,18:04:46,34.8,1.2,33.5,3.7,4.9,35
433,18:04:47,34.8,0.9,33.5,3.6,4.7,35
434,18:04:48,34.8,0.8,33.5,3.6,4.5,35
435,18:04:49,34.8,0.9,33.3,3.4,4.2,35
436,18:04:50,34.8,0.9,33.2,3.3,4,35
437,18:04:51,35,1.2,32.9,3.2,3.9,35
438,18:04:52,35,1.2,32.8,3.1,3.7,35
439,18:04:53,35,1,32.9,3.1,3.5,35
440,18:04:54,35,0.8,32.7,2.8,3.4,35
441,18:04:55,35,0.9,32.6,2.8,3.3,35
442,18:04:56,34.9,1,32.5,2.7,3.2,35
443,18:04:57,34.9,1,32.3,2.5,3.1,35
444,18:04:58,35,1.5,31.7,2.2,2.9,35
445,18:04:59,35.1,2.2,31.1,2.4,2.8,35
446,18:05:00,35.1,2.5,30.9,2.7,2.8,35
447,18:05:01,35.3,2.9,30.9,3.1,2.8,35.2
448,18:05:02,35.3,3.2,30.9,3.3,2.8,35.2
449,18:05:03,35.3,3.2,31.2,3.4,2.8,35.2
450,18:05:04,35.3,3.6,31.3,3.8,2.9,35.2
451,18:05:05,35.1,3.7,31.6,4.1,3,35
452,18:05:06,35.1,3.9,31.6,4.2,3.2,35
