Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
453,18:05:07,35,3.7,32.4,4.5,3.4,35
454,18:05:08,35,3.7,33.2,4.9,3.6,35
455,18:05:09,35,3.7,33.2,4.9,3.9,35
456,18:05:10,34.8,3.7,33.5,5.1,4.1,34.9
457,18:05:11,34.8,3.6,33.6,5.1,4.3,34.9
458,18:05:12,34.8,3.5,33.6,5,4.5,34.9
459,18:05:13,34.7,3.5,34.1,5.4,4.7,34.9
460,18:05:14,34.8,4,34.8,6.3,4.9,34.9
461,18:05:15,34.6,3.4,34.7,5.8,5.1,34.9
462,18:05:16,34.8,3.3,34.3,5.4,5.2,35
463,18:05:17,34.6,2.9,35.4,6.1,5.4,35
464,18:05:18,34.5,2.4,35.5,6,5.5,35
465,18:05:19,34.4,2.3,35.9,6.3,5.7,35
466,18:05:20,34.4,2.3,36,6.4,5.8,35.1
467,18:05:21,34.5,2.2,35.9,6.3,5.9,35.1
468,18:05:22,34.5,1.6,35.6,5.8,6,35.1
469,18:05:23,34.4,1.7,36.2,6.4,6.1,35.1
470,18:05:24,33.9,2.2,37.9,8.2,6.3,35.1
471,18:05:25,33.4,2.6,39.8,10.1,6.7,35.2
472,18:05:26,33,3.1,40.7,11.2,7.3,35.2
473,18:05:27,32.8,4.5,41.5,12.3,7.9,35.2
474,18:05:28,32.3,5.8,42.6,13.9,8.7,35.2
475,18:05:29,31.7,6.9,44,15.6,9.6,35.2
476,18:05:30,31.8,7.6,44.9,16.8,10.7,35.3
477,18:05:31,31.8,8.4,45.2,17.3,11.8,35.3
478,18:05:32,31.7,9.1,45.8,18.2,13,35.3
479,18:05:33,31.4,9.9,47.1,19.7,14.3,35.3
480,18:05:34,30.8,11.5,48.3,21.6,15.7,35.3
481,18:05:35,30.7,12.8,49.4,23.2,17,35.3
482,18:05:36,30.4,13.5,50.3,24.4,18.3,35.4
483,18:05:37,30.4,13.6,50.1,24.3,19.5,35.4
484,18:05:38,30.5,14.9,50.4,25.3,20.6,35.4
485,18:05:39,30.5,16.1,49.9,25.6,21.6,35.4
486,18:05:40,30.7,15.3,48.4,24,22.4,35.4
487,18:05:41,31,13.7,47.3,22.1,22.8,35.7
488,18:05:42,31.7,11.9,45.9,19.9,23,35.7
489,18:05:43,32.2,10.7,44.3,17.8,22.8,35.7
490,18:05:44,32.2,10.2,42.7,16.3,22.3,35.7
491,18:05:45,32.4,9.9,41.3,15,21.5,35.7
492,18:05:46,32.6,9.8,40.5,14.4,20.4,35.7
493,18:05:47,32.7,9.8,40.1,14,19.4,35.7
494,18:05:48,32.9,10.1,39.4,13.8,18.3,35.7
495,18:05:49,33.4,10,38.1,12.9,17,35.7
496,18:05:50,32.7,10.7,37.8,13.2,15.9,35.8
497,18:05:51,32.6,12.6,37.4,14.6,15.2,35.8
498,18:05:52,32.4,14.6,36.9,16.2,14.8,35.8
499,18:05:53,32.2,16.3,37.3,17.9,14.8,35.8
500,18:05:54,32,17.1,38.8,19.3,15.1,35.8
501,18:05:55,31.9,17,40.8,20.2,15.6,35.9
502,18:05:56,31.9,16.3,42.6,20.6,16.3,35.9
503,18:05:57,31.5,14.9,44.4,20.7,16.9,35.9
504,18:05:58,31.7,13.2,45.5,20.3,17.6,35.9
505,18:05:59,31.8,11.3,46.2,19.8,18.3,35.9
506,18:06:00,31.7,9.4,46.8,19.3,18.9,35.9
507,18:06:01,31.7,7.7,47.2,18.8,19.3,36.1
508,18:06:02,32,6.4,46.2,17.4,19.4,36.1
509,18:06:03,32.2,5,45.1,15.9,19.2,36.1
510,18:06:04,33.3,4.5,43.2,13.9,18.7,36.1
511,18:06:05,33.9,3.3,41.1,11.5,17.8,36.1
512,18:06:06,34.7,2.2,38.7,9,16.7,36
513,18:06:07,34.9,2.2,38.1,8.4,15.4,36
514,18:06:08,35.1,1.9,37.6,7.8,14.2,36
515,18:06:09,35.4,1.6,36.5,6.7,12.9,36
516,18:06:10,35.6,1.7,35.9,6.1,11.6,36
517,18:06:11,35.6,1.6,35.6,5.8,10.3,36
518,18:06:12,35.6,1.6,35.6,5.8,9.1,36
519,18:06:13,35.6,1.8,35.6,5.9,8.1,36
520,18:06:14,35.7,2,35.4,5.7,7.3,36
521,18:06:15,35.7,2.4,35.2,5.7,6.7,35.9
522,18:06:16,35.9,2.9,34.3,5.2,6.3,35.9
523,18:06:17,36.1,4,33.1,5,6,35.9
524,18:06:18,35.9,4.9,32.7,5.6,5.8,35.9
525,18:06:19,35.9,5.2,32.3,5.7,5.7,35.9
526,18:06:20,35.5,6.7,31.5,6.9,5.7,35.8
527,18:06:21,35.2,7.4,31.7,7.6,5.9,35.8
528,18:06:22,34.8,8.6,31.6,8.8,6.2,35.8
529,18:06:23,34.8,8.7,31.9,8.9,6.5,35.8
530,18:06:24,34.8,8.7,31.8,8.9,6.8,35.8
531,18:06:25,34.8,8.7,31.8,8.9,7.1,35.8
532,18:06:26,34.7,8.8,31.8,9,7.5,35.8
533,18:06:27,34.6,9,31.5,9.1,7.9,35.8
534,18:06:28,34.5,9.9,31.2,9.9,8.4,35.8
535,18:06:29,34.4,11.2,29.8,11.2,8.9,35.8
536,18:06:30,34.3,12.1,29.6,12.1,9.5,35.8
537,18:06:31,33.9,12.7,28.1,12.8,10,35.8
538,18:06:32,33.5,13.2,26.6,13.6,10.5,35.8
539,18:06:33,33.3,12.8,23.9,14.2,11,35.8
540,18:06:34,32.7,13,21.8,15.4,11.6,35.8
541,18:06:35,31.9,13.7,20.1,16.9,12.4,35.8
542,18:06:36,31.2,14,17.8,18.5,13.4,35.5
543,18:06:37,31.4,12.7,17.6,17.8,14.3,35.5
544,18:06:38,31.8,10.7,17.9,16.1,14.9,35.5
545,18:06:39,32.6,8.4,17.4,15.2,15.3,35.5
546,18:06:40,32.5,7,17.1,14.7,15.5,35.4
547,18:06:41,32.8,4.8,17.5,13.4,15.6,35.4
548,18:06:42,32.1,3.3,17.4,13.1,15.5,35.4
549,18:06:43,32.3,2.8,18.4,11.9,15.3,35.4
550,18:06:44,32.6,2.3,20,10.3,14.8,35.4
551,18:06:45,32.9,1.8,21.7,8.5,13.9,35.4
552,18:06:46,34.7,1.5,23.4,6.8,12.8,35.4
553,18:06:47,35,1.6,25.2,5.1,11.5,35.4
554,18:06:48,35.1,1.7,25.6,4.7,10.4,35.4
555,18:06:49,35.1,1.6,26,4.3,9.3,35.4
556,18:06:50,35.2,1.6,26.1,4.2,8.2,35.4
557,18:06:51,35.4,1.2,27.3,3,7.2,35.5
558,18:06:52,35.5,0.6,28.6,1.5,6,35.5
559,18:06:53,35.5,0.8,28.7,1.5,5,35.5
560,18:06:54,35.6,1,29.5,1.1,4.1,35.5
561,18:06:55,35.7,1.4,30,1.4,3.4,35.6
562,18:06:56,35.7,1.5,30.1,1.5,2.8,35.6
563,18:06:57,35.7,1.5,30.4,1.5,2.5,35.6
564,18:06:58,35.7,1.7,31.1,2,2.2,35.6
565,18:06:59,35.8,2.6,31.7,3.1,2.1,35.6
566,18:07:00,35.7,2.3,32.2,3.2,2,35.6
567,18:07:01,35.6,2,32.7,3.4,2,35.6
568,18:07:02,35.6,1.4,32.9,3.2,2.2,35.6
569,18:07:03,35.5,1.4,33.4,3.6,2.4,35.6
570,18:07:04,35.5,1.1,33.4,3.6,2.6,35.6
571,18:07:05,35.7,1.1,33.5,3.7,2.9,35.8
572,18:07:06,35.7,1.2,33.7,3.9,3.1,35.8
573,18:07:07,35.5,1,34.7,4.8,3.5,35.8
574,18:07:08,35.1,1.8,36.3,6.6,3.9,35.8
575,18:07:09,34.3,2.3,38.6,8.9,4.5,35.8
576,18:07:10,33.9,2.4,39.9,10.2,5.2,35.8
577,18:07:11,33.8,2.4,40.1,10.4,5.9,35.8
578,18:07:12,34.2,2,39.1,9.3,6.5,35.8
579,18:07:13,34.2,1.8,39.1,9.2,7.1,35.8
580,18:07:14,34.2,1.8,39.2,9.3,7.6,35.8
581,18:07:15,34,2,39.5,9.7,8.2,35.8
582,18:07:16,33.8,2.5,39.8,10.1,8.9,35.9
583,18:07:17,33.1,3.7,40.9,11.6,9.5,35.9
584,18:07:18,32.7,5,42.7,13.7,10.2,35.9
585,18:07:19,31.6,5.8,44.4,15.5,10.9,35.9
586,18:07:20,31.4,6.4,45.8,17,11.6,35.9
587,18:07:21,31.2,6.8,46.6,18,12.3,36.1
588,18:07:22,31.1,6.8,47.1,18.4,13.2,36.1
589,18:07:23,30.5,8.3,48.4,20.2,14.3,36.1
590,18:07:24,30.2,8.8,49.6,21.5,15.6,36.1
591,18:07:25,30.1,9.4,50.3,22.4,16.8,36.1
592,18:07:26,29.9,11.1,51.1,23.8,18.2,35.9
593,18:07:27,29.8,13.2,51.9,25.5,19.6,35.9
594,18:07:28,29.6,15.3,52.7,27.4,21,35.9
595,18:07:29,29.4,17.2,54.4,29.9,22.4,35.9
596,18:07:30,29.3,19.3,54,30.8,23.8,35.8
597,18:07:31,29.2,21.6,53.9,32.2,25.2,35.8
598,18:07:32,29.2,23.6,53.6,33.4,26.7,35.8
599,18:07:33,29.2,24.8,53.9,34.5,28.1,35.8
600,18:07:34,29.1,26.3,55.3,36.5,29.6,35.8
601,18:07:35,29.1,27.1,56.7,38.1,31.2,35.8
602,18:07:36,29.2,27.1,57.6,38.7,32.7,35.8
603,18:07:37,29.1,27.6,58.6,39.7,34.1,35.8
604,18:07:38,29.1,28.6,59.4,41,35.5,35.8
605,18:07:39,29,29.5,59.1,41.4,36.6,35.8
606,18:07:40,29,30.9,57.6,41.4,37.7,35.8
607,18:07:41,29.2,32.7,57.3,42.5,38.7,35.9
608,18:07:42,29.4,35.2,56.6,44.1,39.8,35.9
609,18:07:43,29.5,37.1,55.8,45.2,40.9,35.9
610,18:07:44,29.3,38.8,54.7,46,41.8,35.9
611,18:07:45,29,40.6,54.1,47.2,42.7,35.9
612,18:07:46,29,41.3,54.6,48.1,43.7,35.9
613,18:07:47,28.9,43.1,54.3,49.5,44.6,35.9
614,18:07:48,28.7,44.9,53.4,50.6,45.6,35.9
615,18:07:49,28.6,46.5,52,51.4,46.6,35.9
616,18:07:50,28.5,48.2,51.9,52.9,47.8,35.8
617,18:07:51,28.4,49.7,50.7,53.8,48.9,35.8
618,18:07:52,28.4,50.9,50.7,55,50,35.8
619,18:07:53,28.4,51.9,49.3,55.4,51,35.8
620,18:07:54,28.5,53.4,47.9,56.3,52,35.8
621,18:07:55,28.5,54.7,46,57,53,35.9
622,18:07:56,28.6,56,44.1,57.8,54,35.9
623,18:07:57,28.7,56.8,42.1,58.1,54.8,35.9
624,18:07:58,28.7,57.1,40.1,57.9,55.6,35.9
625,18:07:59,28.8,56.9,37.6,57.4,56.2,35.9
626,18:08:00,29,56.5,36.2,56.8,56.6,35.9
627,18:08:01,29.2,56.8,34.5,57,56.9,35.7
628,18:08:02,29.3,56.9,32.7,57,57.1,35.7
629,18:08:03,29.4,56.4,30.4,56.4,57.2,35.7
630,18:08:04,29.3,55.6,28.2,55.6,57.1,35.7
631,18:08:05,29.2,54.9,25.8,55.1,56.9,35.7
632,18:08:06,29,54.2,23.2,54.6,56.6,36
633,18:08:07,29,54.2,21.1,54.9,56.3,36
634,18:08:08,29,54,18.4,55.2,56,36
635,18:08:09,29,53.5,16.1,55.3,55.8,36
636,18:08:10,29,52.9,13.7,55.3,55.6,36
637,18:08:11,29.5,52.2,11.3,55.4,55.5,36
638,18:08:12,29.5,51.6,9.8,55.4,55.3,36
639,18:08:13,29.5,50.6,9.4,54.6,55.2,36
640,18:08:14,29.5,49.2,7.6,54.1,55,36
641,18:08:15,29.8,47.2,6.5,52.7,54.8,36.3
642,18:08:16,30.1,44.8,5.6,51,54.4,36.3
643,18:08:17,30.5,42.6,4.5,49.7,53.9,36.3
644,18:08:18,31,40,4,47.7,53.1,36.3
645,18:08:19,31.4,37.9,3.3,46.4,52.2,36.3
646,18:08:20,31,35.2,2.7,44.5,51.2,36.3
647,18:08:21,30.3,33.1,1.6,43.6,50,36.3
648,18:08:22,30.1,30.9,0.4,42.7,48.7,36.3
649,18:08:23,29.6,29.7,0.3,42,47.4,36.3
650,18:08:24,29.4,27.4,0.4,40.4,46.1,36.3
651,18:08:25,29,25.1,1.1,38.3,44.6,36.3
652,18:08:26,28.4,22.6,1.6,36.3,43.2,36.4
653,18:08:27,28.7,20.6,2.1,34.7,41.7,36.4
654,18:08:28,29.2,19.1,3.6,32.6,40.1,36.4
655,18:08:29,30.2,16.9,4.8,30.3,38.5,36.4
656,18:08:30,30.5,14.7,5.5,28.6,37,36.4
657,18:08:31,30.6,12.9,6.5,26.8,35.3,36.4
658,18:08:32,30.6,12.1,7.3,25.8,33.6,36.4
659,18:08:33,30.6,11.3,7.3,25.4,31.9,36.4
660,18:08:34,30.7,10.4,8.2,24.2,30.3,36.4
661,18:08:35,30.7,8.8,9.8,22.1,28.7,36.4
662,18:08:36,30.9,8.1,10.8,20.8,27.1,36.5
663,18:08:37,31.2,6.8,12,19.2,25.6,36.5
664,18:08:38,31.7,5.7,13.3,17.7,24.1,36.5
665,18:08:39,32.2,5.1,14.7,16.1,22.7,36.5
666,18:08:40,32.7,4.3,16.2,14.4,21.2,36.6
667,18:08:41,32.2,3.4,17.5,13,19.9,36.6
668,18:08:42,32.3,2.8,18.4,11.9,18.5,36.6
669,18:08:43,32.4,2.5,18.9,11.3,17.1,36.6
670,18:08:44,32.5,2.4,19.2,11.1,15.8,36.6
671,18:08:45,32.9,2.7,20,10.4,14.6,36.2
672,18:08:46,32.9,2.4,20.3,10,13.5,36.2
673,18:08:47,32.9,2.2,20.4,9.8,12.6,36.2
674,18:08:48,33,2,21.6,8.7,11.7,36.2
675,18:08:49,35.2,1.6,22.7,7.4,10.8,36.2
676,18:08:50,35.5,1.2,24,6.1,10,36.2
677,18:08:51,35.6,1.5,25.1,5.2,9.2,36.1
678,18:08:52,35.9,1.2,26.8,3.4,8.3,36.1
679,18:08:53,36.1,1,28,2.2,7.4,36.1
680,18:08:54,36.1,0.8,28.5,1.7,6.5,36.1
681,18:08:55,36.2,1,29.6,1.1,5.6,36.1
682,18:08:56,36,0.7,30.9,1.2,4.7,35.9
683,18:08:57,36,0.8,32.1,2.2,3.9,35.9
684,18:08:58,36,1.1,32.4,2.7,3.3,35.9
685,18:08:59,36,1.4,32.9,3.2,2.9,35.9
686,18:09:00,35.8,1,33.9,4,2.7,35.9
687,18:09:01,35.6,1.2,35.2,5.3,2.7,35.9
688,18:09:02,35.3,1.6,36.5,6.7,3,35.9
689,18:09:03,35.1,2.3,36.9,7.3,3.5,35.9
690,18:09:04,34.9,2.8,37.5,8,4.2,35.9
691,18:09:05,34.6,3.1,37.9,8.5,4.9,35.8
692,18:09:06,34.5,3.4,38.2,8.9,5.7,35.8
693,18:09:07,34.5,3.5,38.2,8.9,6.4,35.8
694,18:09:08,34.5,3.6,38.2,9,7,35.8
695,18:09:09,34.5,3.6,38.2,9,7.6,35.8
696,18:09:10,34.4,3.6,38.3,9.1,8.1,35.8
697,18:09:11,34.4,3.6,38.3,9.1,8.4,35.7
698,18:09:12,34.3,3.5,38.4,9.1,8.7,35.7
699,18:09:13,34.3,3.6,38.4,9.2,8.9,35.7
700,18:09:14,34.3,3.6,38.4,9.2,9,35.7
701,18:09:15,34.3,3.6,38.4,9.2,9.1,35.7
702,18:09:16,34.1,3.6,38.4,9.2,9.1,35.5
703,18:09:17,34,3.6,38.5,9.3,9.1,35.5
704,18:09:18,34.1,3.6,38.4,9.2,9.1,35.5
705,18:09:19,33.9,3.9,38.8,9.6,9.2,35.5
706,18:09:20,33.7,4.1,39.1,9.9,9.3,35.6
707,18:09:21,34.3,4,39.1,9.9,9.4,35.6
708,18:09:22,33.8,4.3,38.8,9.8,9.4,35.6
709,18:09:23,33.7,4.3,38.9,9.9,9.5,35.6
710,18:09:24,33.8,4.3,38.8,9.8,9.6,35.6
711,18:09:25,33.6,4.1,38.9,9.8,9.7,35.5
712,18:09:26,34.2,4,39.1,9.9,9.7,35.5
713,18:09:27,34.2,4,39.1,9.9,9.8,35.5
714,18:09:28,33.6,4.1,39.1,9.9,9.9,35.5
715,18:09:29,34.3,4,38.9,9.8,9.9,35.5
716,18:09:30,33.7,3.9,38.9,9.7,9.9,35.6
717,18:09:31,33.7,3.9,38.9,9.7,9.8,35.6
718,18:09:32,33.7,3.9,38.9,9.7,9.8,35.6
719,18:09:33,33.6,3.9,39.2,9.9,9.8,35.6
720,18:09:34,33.6,3.6,39.2,9.9,9.8,35.6
721,18:09:35,33.6,3.4,39.4,10,9.8,35.6
722,18:09:36,33.8,3.2,39.3,9.8,9.8,35.5
723,18:09:37,33.9,2.9,39.3,9.7,9.8,35.5
724,18:09:38,33.9,2.9,39.2,9.6,9.8,35.5
725,18:09:39,33.9,2.9,39.2,9.6,9.8,35.5
726,18:09:40,34,2.9,38.9,9.4,9.7,35.5
727,18:09:41,33.9,3.1,38.7,9.3,9.7,35.4
728,18:09:42,33.9,3.1,38.7,9.3,9.6,35.4
729,18:09:43,33.9,3.1,38.7,9.3,9.6,35.4
730,18:09:44,33.9,3.1,38.6,9.2,9.5,35.4
731,18:09:45,34.2,2.7,37.9,8.4,9.3,35.4
732,18:09:46,34.3,2.6,37.5,7.9,9.2,35.3
733,18:09:47,34.3,2.5,37.4,7.8,9,35.3
734,18:09:48,34.4,2.4,37.2,7.5,8.8,35.3
735,18:09:49,34.4,2.4,37.2,7.5,8.5,35.3
736,18:09:50,34.4,2.3,37.1,7.4,8.3,35.4
737,18:09:51,34.4,2.3,37.1,7.4,8.2,35.4
738,18:09:52,34.5,2.2,36.9,7.3,8,35.4
739,18:09:53,34.5,2,36.7,7,7.7,35.4
740,18:09:54,34.5,2,36.7,7,7.5,35.4
741,18:09:55,34.3,1.9,36.7,7,7.4,35.2
742,18:09:56,34.4,1.9,36.5,6.8,7.3,35.2
743,18:09:57,34.4,1.8,36.5,6.8,7.2,35.2
744,18:09:58,34.5,1.8,36.2,6.5,7.1,35.2
745,18:09:59,34.5,1.8,36.1,6.4,7,35.2
746,18:10:00,34.4,1.6,36.3,6.5,6.9,35.2
747,18:10:01,34.8,1.4,35.7,5.8,6.7,35.3
748,18:10:02,34.9,1.4,35.4,5.5,6.5,35.3
749,18:10:03,34.9,1.5,35.4,5.6,6.4,35.3
750,18:10:04,34.9,1.4,35.4,5.5,6.2,35.3
751,18:10:05,34.9,1.4,35.3,5.4,6.1,35.3
752,18:10:06,34.7,1.4,35.3,5.4,5.9,35.2
753,18:10:07,34.7,1.4,35.3,5.4,5.8,35.2
754,18:10:08,34.7,1.2,35.2,5.3,5.7,35.2
755,18:10:09,34.7,1.2,35.1,5.2,5.6,35.2
756,18:10:10,34.8,1.1,34.9,5.1,5.4,35.2
757,18:10:11,34.9,1.1,34.8,5,5.4,35.3
758,18:10:12,34.9,1.1,34.9,5.1,5.3,35.3
759,18:10:13,34.9,1.1,34.8,5,5.2,35.3
760,18:10:14,34.9,1.1,34.8,5,5.2,35.3
761,18:10:15,34.9,1.1,34.9,5.1,5.2,35.3
762,18:10:16,34.9,1.1,34.8,5,5.1,35.3
763,18:10:17,34.9,1.1,34.9,5.1,5.1,35.3
764,18:10:18,34.9,1,34.9,5.1,5,35.3
765,18:10:19,34.9,0.9,34.6,4.7,5,35.3
766,18:10:20,34.8,0.9,34.6,4.7,5,35.1
767,18:10:21,34.8,0.9,34.4,4.5,4.9,35.1
768,18:10:22,34.9,0.9,34.1,4.2,4.8,35.1
769,18:10:23,34.9,1.2,34.2,4.4,4.8,35.1
770,18:10:24,34.9,1,34,4.1,4.7,35.1
771,18:10:25,34.9,0.9,33.8,3.9,4.6,35.1
772,18:10:26,35.1,1.2,33.8,4,4.5,35.2
773,18:10:27,35.1,1.2,33.7,3.9,4.4,35.2
774,18:10:28,35.1,1.2,33.7,3.9,4.2,35.2
775,18:10:29,35.1,1.1,33.7,3.9,4.1,35.2
776,18:10:30,35.1,1.1,33.6,3.8,4.1,35.2
777,18:10:31,35,1.2,33.5,3.7,4,35.2
778,18:10:32,35,1,33.3,3.4,3.9,35.2
779,18:10:33,35.1,0.7,32.3,2.4,3.7,35.2
780,18:10:34,35.1,0.6,31.8,1.9,3.5,35.2
781,18:10:35,35.1,0.6,31.4,1.5,3.2,35.2
782,18:10:36,35.3,0.8,29.8,0.8,2.9,35.3
783,18:10:37,35.2,0.7,28.4,1.7,2.7,35.3
784,18:10:38,35.2,0.7,27.5,2.6,2.6,35.3
785,18:10:39,35.1,1.1,26.3,3.9,2.6,35.3
786,18:10:40,35,1.1,25.8,4.4,2.6,35.3
787,18:10:41,35,0.7,25.5,4.6,2.7,35.3
788,18:10:42,34.9,1.1,25.1,5.1,2.9,35.3
789,18:10:43,35,1.4,25.3,4.9,3.1,35.3
790,18:10:44,34.9,1.4,24.7,5.4,3.5,35.3
791,18:10:45,34.8,1.4,23.8,6.4,4,35.3
792,18:10:46,34.4,2.6,24.2,6.4,4.5,35
793,18:10:47,34.4,3.6,24.3,6.7,5,35
794,18:10:48,34.2,4.8,24,7.7,5.5,35
795,18:10:49,34.1,5.7,24.1,8.2,6,35
796,18:10:50,34.2,5.8,24.7,7.8,6.3,35
797,18:10:51,34.2,6.2,25.2,7.9,6.6,35.2
798,18:10:52,34.3,6.1,25.4,7.7,6.9,35.2
799,18:10:53,34.4,6.2,25.9,7.5,7.2,35.2
800,18:10:54,34.6,6.4,27.1,7,7.3,35.2
801,18:10:55,34.7,6.4,27.6,6.8,7.4,35.2
802,18:10:56,34.7,6.2,27.5,6.7,7.4,35.2
803,18:10:57,34.7,6.4,27.7,6.8,7.4,35.2
804,18:10:58,35,6.1,28.7,6.3,7.3,35.2
805,18:10:59,35.1,6.1,30.1,6.1,7.1,35.2
806,18:11:00,35.1,6.1,32.1,6.5,6.9,35.2
807,18:11:01,35.3,5.9,32.6,6.5,6.8,35.5
808,18:11:02,35.2,6,32.8,6.6,6.7,35.5
809,18:11:03,35.2,6,32.9,6.7,6.6,35.5
810,18:11:04,35.2,5.7,33.2,6.5,6.5,35.5
811,18:11:05,35.3,5.6,33.1,6.3,6.5,35.6
812,18:11:06,35.3,5.6,33.2,6.4,6.5,35.6
813,18:11:07,35.2,5.7,33.3,6.5,6.4,35.6
814,18:11:08,35.2,5.6,33.3,6.4,6.5,35.6
815,18:11:09,35.2,5.8,33.3,6.6,6.5,35.6
816,18:11:10,35.1,5.9,33.5,6.8,6.6,35.6
817,18:11:11,35.2,5.6,34.1,6.9,6.6,35.7
818,18:11:12,35.2,5.2,34.4,6.8,6.6,35.7
819,18:11:13,35.2,4.9,34.8,6.9,6.6,35.7
820,18:11:14,35.1,4.7,35.1,6.9,6.7,35.7
821,18:11:15,35.1,4.5,35.3,6.9,6.7,35.7
822,18:11:16,34.9,4.1,35.7,7,6.8,35.7
823,18:11:17,34.9,4.1,35.7,7,6.8,35.7
824,18:11:18,34.9,4.1,35.7,7,6.9,35.7
825,18:11:19,34.9,4.1,35.7,7,6.9,35.7
826,18:11:20,34.9,4.1,35.7,7,6.9,35.7
827,18:11:21,35,4.1,35.8,7.1,7,35.9
828,18:11:22,35.1,4.1,35.7,7,7,35.9
829,18:11:23,35.1,4.1,35.7,7,7,35.9
830,18:11:24,35.7,4,35.6,6.8,7,35.9
831,18:11:25,35.4,4,35.7,6.9,7,35.6
832,18:11:26,34.8,4.1,35.8,7.1,7,35.6
833,18:11:27,34.8,4.1,35.7,7,7,35.6
834,18:11:28,35.1,3.7,35.8,6.9,7,35.6
835,18:11:29,34.7,3.6,36.9,7.8,7.1,35.6
836,18:11:30,34.6,3.6,37.8,8.6,7.2,35.8
837,18:11:31,34.5,3.5,38.1,8.8,7.4,35.8
838,18:11:32,34.3,3.9,38.4,9.3,7.6,35.8
839,18:11:33,34.2,3.7,38.9,9.7,7.9,35.8
840,18:11:34,34,3.4,39.5,10.1,8.2,35.8
841,18:11:35,34.4,3.2,38.6,9.2,8.4,35.8
842,18:11:36,34.8,2.4,37.1,7.4,8.5,35.6
843,18:11:37,35.2,1.2,35.6,5.7,8.4,35.6
844,18:11:38,35.5,0.9,33.9,4,8.1,35.6
845,18:11:39,35.6,0.7,31.5,1.6,7.4,35.6
846,18:11:40,35.7,1.2,29.5,1.4,6.7,35.6
847,18:11:41,35.6,2,27.6,3.2,6.2,35.6
848,18:11:42,35.4,3.1,26.6,4.6,5.7,35.6
849,18:11:43,35,5.1,26.4,6.2,5.3,35.6
850,18:11:44,34.6,7.1,26.6,7.9,5.1,35.6
851,18:11:45,34.3,9.3,26.7,9.9,5.2,35.6
852,18:11:46,34,10.7,28,10.8,5.5,35.6
853,18:11:47,34.2,11.7,30.3,11.7,6.1,35.6
854,18:11:48,33.9,12.2,32.7,12.6,7,35.6
855,18:11:49,33.5,12,34.5,12.8,8.1,35.6
856,18:11:50,33.3,12,36.4,13.6,9.3,35.4
857,18:11:51,33,10.7,38,13.3,10.3,35.4
858,18:11:52,33.5,8.6,39.2,12.6,11.1,35.4
859,18:11:53,33.6,6.9,39.8,12,11.7,35.4
860,18:11:54,33.8,4.9,40.2,11.3,12.1,35.4
861,18:11:55,34.2,4,40.5,11.2,12.2,35.6
862,18:11:56,33.6,5.1,40.7,11.9,12.3,35.6
863,18:11:57,33.4,5.4,41.6,12.8,12.4,35.6
864,18:11:58,33.3,4.9,42.2,13.1,12.5,35.6
865,18:11:59,33.5,4.4,41.9,12.7,12.5,35.6
866,18:12:00,33.5,4.3,41.7,12.5,12.3,35.6
867,18:12:01,33.6,3.3,41.4,11.8,12.2,35.5
868,18:12:02,33.8,2.8,40.7,11.1,12,35.5
869,18:12:03,34,2.5,40,10.3,11.9,35.5
870,18:12:04,34.2,2.4,39.3,9.6,11.7,35.5
871,18:12:05,34.3,2.8,38.7,9.2,11.5,35.5
872,18:12:06,34.6,2.6,38.2,8.6,11.2,35.8
873,18:12:07,34.5,2.6,38.4,8.8,10.8,35.8
874,18:12:08,34.5,2.7,38.2,8.7,10.3,35.8
875,18:12:09,34.7,3.4,37.6,8.3,9.9,35.8
876,18:12:10,34.7,3.3,37.6,8.3,9.5,35.8
877,18:12:11,34.9,3.4,37.4,8.1,9.1,35.9
878,18:12:12,34.8,3.4,37.5,8.2,8.8,35.9
879,18:12:13,35.1,3.2,36.8,7.5,8.5,35.9
880,18:12:14,35.3,3.5,36.1,7,8.3,35.9
881,18:12:15,35.6,3.5,35.3,6.3,8,35.9
882,18:12:16,35.8,3.7,34.7,6,7.7,35.9
883,18:12:17,35.9,3.9,34.1,5.6,7.4,35.9
884,18:12:18,36.1,2.4,32.9,3.8,6.9,35.9
885,18:12:19,36,1,31.9,2.2,6.3,35.9
886,18:12:20,36,0.8,32.5,2.6,5.8,35.9
887,18:12:21,35.8,0.9,33.4,3.5,5.3,35.8
888,18:12:22,35.5,1,35.1,5.2,5,35.8
889,18:12:23,35.3,1.7,36.4,6.6,4.9,35.8
890,18:12:24,34.8,1.7,37.9,8.1,5,35.8
891,18:12:25,34.6,2,38.7,9,5.3,35.8
892,18:12:26,34,2.5,39.9,10.2,5.7,36
893,18:12:27,33.4,3.3,41.8,12.2,6.3,36
894,18:12:28,33.3,3.5,42,12.5,7.2,36
895,18:12:29,33.6,4,42.7,13.3,8.3,36
896,18:12:30,32.9,4.5,43.6,14.3,9.5,35.9
897,18:12:31,32.3,4.8,44,14.8,10.6,35.9
898,18:12:32,32.1,5.6,45.1,16,11.7,35.9
899,18:12:33,31.9,7.5,45.7,17.4,12.8,35.9
900,18:12:34,31.7,7.8,47.3,19,13.9,35.9
901,18:12:35,31.5,7.8,48.8,20.4,15,36.1
902,18:12:36,31.3,9.3,50.5,22.5,16.3,36.1
