Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
227,14:37:40,35.5,35,46.9,38.9,27.6,35.5
228,14:37:41,35.3,36.9,48,41.1,30,35.6
229,14:37:42,35.1,37.5,50,42.5,32.2,35.6
230,14:37:43,35.1,36,52,42.2,34.2,35.6
231,14:37:44,35.2,34.3,54.2,42,36,35.6
232,14:37:45,35.1,32.5,55.9,41.6,37.6,35.6
233,14:37:46,35.1,29.3,55.7,39,38.7,35.6
234,14:37:47,35.2,27.4,55.5,37.4,39.4,35.6
235,14:37:48,35.3,25.5,54.2,35.1,39.6,35.6
236,14:37:49,35.4,23.3,53.4,33,39.3,35.6
237,14:37:50,35.5,21.8,51.8,30.8,38.5,35.6
238,14:37:51,35.5,22,51.5,30.8,37.4,35.7
239,14:37:52,35.5,23.9,50.2,31.3,36.3,35.7
240,14:37:53,35.3,26.1,48.8,32.2,35.3,35.7
241,14:37:54,35.4,29.2,48.7,34.7,34.6,35.7
242,14:37:55,35.4,32.3,48.2,37.1,34.1,35.7
243,14:37:56,35.1,34.7,49.2,39.6,34.2,35.8
244,14:37:57,35,35,51.3,41,34.6,35.8
245,14:37:58,35.1,34.9,54.1,42.4,35.3,35.8
246,14:37:59,35.1,35.9,56.1,44.4,36.4,35.8
247,14:38:00,35.1,35.9,57.2,45,37.8,35.8
248,14:38:01,35,34.4,58.8,44.9,39.2,35.8
249,14:38:02,34.9,32.6,59.6,44,40.5,36
250,14:38:03,34.8,30.2,59.4,42.1,41.5,36
251,14:38:04,35,27.4,58.8,39.8,42,36
252,14:38:05,35.3,24.5,58.8,37.9,42.1,36
253,14:38:06,35.4,21.8,58.1,35.6,41.7,35.8
254,14:38:07,35.4,20.8,58,34.9,41.1,35.8
255,14:38:08,35.4,18.8,56.3,32.3,40.1,35.8
256,14:38:09,35.6,16.1,54.7,29.5,38.6,35.8
257,14:38:10,35.8,14.3,53,27.1,36.8,35.8
258,14:38:11,36.2,12.3,52.6,25.8,34.9,36
259,14:38:12,36.3,10.8,51.8,24.3,32.9,36
260,14:38:13,36.3,8.9,50,21.9,30.9,36
261,14:38:14,36.2,7.6,47.6,19.2,28.8,36
262,14:38:15,36.1,7,45.3,16.8,26.7,36
263,14:38:16,36.1,6.8,42.7,14.4,24.6,36
264,14:38:17,36,7.5,40,12.5,22.4,36
265,14:38:18,36,8.1,38.4,11.6,20.3,36
266,14:38:19,36,6.4,36.5,9.1,18.3,36
267,14:38:20,36,5,36.3,8,16.4,36
268,14:38:21,36,4.7,38,9.3,14.7,36.1
269,14:38:22,36,5.6,40.5,11.8,13.5,36.1
270,14:38:23,36.1,6.1,43,14.4,12.7,36.1
271,14:38:24,36.2,7.7,44.9,16.8,12.5,36.1
272,14:38:25,36.2,9.5,46.9,19.4,12.7,36.1
273,14:38:26,36.1,11.6,46.4,20.1,13.3,36.1
274,14:38:27,36,14.5,46.9,22.3,14.3,36.1
275,14:38:28,35.7,16.6,46.9,23.7,15.5,36.1
276,14:38:29,35.6,17.4,48.2,25.2,17.1,36.1
277,14:38:30,35.6,17.7,50.1,26.8,19,36.1
278,14:38:31,35.7,17.4,52.5,28.5,20.9,36.2
279,14:38:32,35.8,16.3,54.4,29.3,22.6,36.2
280,14:38:33,36.1,13.6,54.4,28,24,36.2
281,14:38:34,36.3,11.9,53.2,26.1,24.9,36.2
282,14:38:35,36.4,10.5,51.7,24.1,25.4,36.2
283,14:38:36,36.3,8.4,49.5,21.2,25.5,36.1
284,14:38:37,36.3,8.2,49.1,20.8,25.4,36.1
285,14:38:38,36.2,7,47.9,19.3,24.9,36.1
286,14:38:39,36.2,6.8,48,19.3,24.3,36.1
287,14:38:40,36.2,6.5,47.7,18.9,23.5,36.1
288,14:38:41,36.1,5.8,47,17.9,22.5,36.3
289,14:38:42,36,5.7,45.9,16.9,21.2,36.3
290,14:38:43,35.9,4.4,43.7,14.4,19.9,36.3
291,14:38:44,36,4,43.3,13.9,18.7,36.3
292,14:38:45,35.8,5.1,43.4,14.3,17.7,36.3
293,14:38:46,35.9,7.4,44.1,15.9,17.2,36.3
294,14:38:47,35.8,9.4,45.4,18.1,16.9,36.6
295,14:38:48,36,9.9,46.5,19.3,16.9,36.6
296,14:38:49,36.1,10.1,47.2,19.9,17,36.6
297,14:38:50,36.3,8.6,48.2,20.2,17.1,36.6
298,14:38:51,36.4,8.2,49.3,20.9,17.4,36.7
299,14:38:52,36.5,9.2,50.8,22.7,18,36.7
300,14:38:53,36.5,10.9,52.1,24.7,19,36.7
301,14:38:54,36.3,13.4,53.9,27.4,20.3,36.7
302,14:38:55,35.9,15.9,55.5,30,21.9,36.7
303,14:38:56,35.7,17.7,57.1,32.3,23.6,36.7
304,14:38:57,35.4,19.1,57,33,25.1,36.7
305,14:38:58,35.4,21,57.5,34.6,26.6,36.7
306,14:38:59,35.3,23,58.9,36.9,28.3,36.7
307,14:39:00,35.3,25,59.3,38.5,30.1,36.7
308,14:39:01,35.4,27.6,59.4,40.3,32.1,36.7
309,14:39:02,35.5,29.8,59.6,42,34,36.7
310,14:39:03,35.5,31.6,59.7,43.3,35.8,36.7
311,14:39:04,35.5,33.1,59.7,44.4,37.6,36.7
312,14:39:05,35.6,34.9,59.3,45.5,39.1,36.7
313,14:39:06,35.7,36.3,58.8,46.3,40.5,36.6
314,14:39:07,35.7,35.7,57.2,44.8,41.7,36.6
315,14:39:08,35.6,34.8,55.6,43.2,42.5,36.6
316,14:39:09,35.3,32.8,54.5,41,42.9,36.6
317,14:39:10,34.6,31.7,52.4,38.8,43,36.6
318,14:39:11,34.2,31.3,50,37.1,42.7,36.6
319,14:39:12,34.6,30,47.6,34.8,41.9,36.4
320,14:39:13,34.9,28.2,45.7,32.3,40.8,36.4
321,14:39:14,34.6,26.5,45.1,30.5,39.4,36.4
322,14:39:15,34.1,23.8,45,28.1,37.7,36.4
323,14:39:16,34.4,21.7,46,27,35.8,36.3
324,14:39:17,34.9,19.2,46.3,25.2,33.8,36.3
325,14:39:18,35.3,17,46.3,23.6,31.8,36.3
326,14:39:19,35.6,14.7,45.4,21.3,29.9,36.3
327,14:39:20,35.8,12.3,43.9,18.6,27.8,36.3
328,14:39:21,35.7,10,42.7,16.1,25.7,36.3
329,14:39:22,35.8,7.8,42.6,14.8,23.7,36.3
330,14:39:23,35.8,5.8,42.8,14,21.9,36.3
331,14:39:24,35.8,4.4,43.9,14.6,20.3,36.3
332,14:39:25,35.8,5.1,45.1,15.9,19.1,36.3
333,14:39:26,35.7,6.6,47.3,18.5,18.3,36.2
334,14:39:27,35.7,8,49.3,20.9,17.8,36.2
335,14:39:28,35.7,9.3,49.8,21.9,17.7,36.2
336,14:39:29,35.7,10.5,50,22.6,17.8,36.2
337,14:39:30,35.7,11.8,50,23.2,18.3,36.2
338,14:39:31,35.7,12.5,51.4,24.8,19.1,36.2
339,14:39:32,35.5,12.5,53.1,26.2,20.3,36.1
340,14:39:33,35.5,13.4,54.4,27.9,21.6,36.1
341,14:39:34,35.5,15.8,55.5,30,23.2,36.1
342,14:39:35,35.5,18.1,56.2,31.8,24.8,36.1
343,14:39:36,35.4,19.5,56.8,33.2,26.2,36.1
344,14:39:37,35.2,20,57.2,33.7,27.5,36.1
345,14:39:38,35.2,22.3,57.2,35.1,28.9,36.1
346,14:39:39,35.2,24.5,56.8,36.4,30.2,36.1
347,14:39:40,35.2,26.5,55.8,37,31.6,36.1
348,14:39:41,35,28.4,54.5,37.5,32.9,36.1
349,14:39:42,35.1,30.5,53.8,38.7,34.1,36.1
350,14:39:43,35.3,32.8,54,40.7,35.4,36.1
351,14:39:44,35.4,34.7,54.9,42.6,36.7,36.1
352,14:39:45,35.3,36.6,55.6,44.6,38,36.1
353,14:39:46,35.2,36.1,56.8,45,39.1,36.2
354,14:39:47,35.2,36.5,58.7,46.4,40.4,36.2
355,14:39:48,35.2,37.6,58.9,47.5,41.6,36.2
356,14:39:49,35.1,39.7,58.2,48.7,42.9,36.2
357,14:39:50,34.9,41.9,57.5,50.1,44.2,36.2
358,14:39:51,34.7,43.6,56.6,51.1,45.5,36.3
359,14:39:52,34.7,45.9,55.5,52.5,46.9,36.3
360,14:39:53,34.7,47.5,54.1,53.3,48.2,36.3
361,14:39:54,34.8,49.3,52.6,54.3,49.4,36.3
362,14:39:55,34.8,50.3,50.8,54.5,50.3,36.3
363,14:39:56,34.8,50.5,48.4,53.7,51.2,36.3
364,14:39:57,34.8,51,46.5,53.6,51.9,36.2
365,14:39:58,34.7,50,44.9,52.2,52.4,36.2
366,14:39:59,34.9,49,42.7,50.6,52.6,36.2
367,14:40:00,35,48.2,41.8,49.6,52.5,36.2
368,14:40:01,35.1,46.1,41.2,47.5,52.2,36.2
369,14:40:02,35.4,44.4,40.6,45.7,51.5,35.9
370,14:40:03,35.3,42.6,41.3,44.1,50.6,35.9
371,14:40:04,35.1,41.3,43.4,43.4,49.5,35.9
372,14:40:05,35.1,40.3,45.7,43.3,48.4,35.9
373,14:40:06,35.3,40.2,47.9,44,47.4,35.9
374,14:40:07,35.6,40.1,50.3,45,46.5,35.9
375,14:40:08,35.6,40,52.5,45.9,45.9,35.9
376,14:40:09,35.6,38.4,54.2,45.4,45.4,35.9
377,14:40:10,35.3,36.4,55.4,44.3,44.9,35.9
378,14:40:11,35.4,34.1,57,43.5,44.5,36
379,14:40:12,35.8,32.3,58.4,43,44.2,36
380,14:40:13,35.7,32.5,59.5,43.9,44.2,36
381,14:40:14,35.5,33.9,59.5,44.9,44.3,36
382,14:40:15,35.4,35.1,59.5,45.8,44.6,36
383,14:40:16,35.4,35.1,59.4,45.8,44.7,36
384,14:40:17,35.3,35.2,59.4,45.9,44.8,35.9
385,14:40:18,35.2,36.1,59.3,46.5,44.9,35.9
386,14:40:19,35.2,36.1,59.2,46.4,45,35.9
387,14:40:20,35.1,37.6,58.3,47.1,45.3,35.9
388,14:40:21,35,39.8,58.3,48.8,45.8,35.9
389,14:40:22,34.8,41,57.8,49.6,46.5,36.1
390,14:40:23,35,42.7,56.5,50.3,47.1,36.1
391,14:40:24,34.5,44.8,56,51.8,47.8,36.1
392,14:40:25,34.5,45,55.6,51.8,48.4,36.1
393,14:40:26,34.5,46.8,54.7,53,49.1,36.1
394,14:40:27,34.6,48.5,53.7,54,49.9,36.3
395,14:40:28,34.7,49.9,52,54.5,50.7,36.3
396,14:40:29,34.7,51.5,50.5,55.4,51.6,36.3
397,14:40:30,34.7,51.8,49.1,55.2,52.4,36.3
398,14:40:31,34.7,51.8,48.5,55,53.1,36.4
399,14:40:32,34.7,51.8,48.4,55,53.6,36.4
400,14:40:33,34.7,51.7,48.4,54.9,54.1,36.4
401,14:40:34,34.7,51.9,47.9,54.9,54.4,36.4
402,14:40:35,34.7,51.8,47.4,54.7,54.7,36.4
403,14:40:36,34.9,51.8,47.3,54.6,54.8,36.4
404,14:40:37,34.9,51.8,47.4,54.7,54.9,36.4
405,14:40:38,34.9,51.8,47.3,54.6,54.9,36.4
406,14:40:39,34.9,51.9,47.3,54.7,54.8,36.4
407,14:40:40,34.9,51.9,47.3,54.7,54.8,36.4
408,14:40:41,34.9,51.9,47.3,54.7,54.8,36.4
409,14:40:42,35.1,51.9,47.3,54.7,54.7,36.6
410,14:40:43,35.1,51.9,47.3,54.7,54.7,36.6
411,14:40:44,35.1,52,47.3,54.8,54.7,36.6
412,14:40:45,35.1,52,47.3,54.8,54.7,36.6
413,14:40:46,35.1,51.9,47.3,54.7,54.7,36.6
414,14:40:47,35,51.9,47.3,54.7,54.7,36.6
415,14:40:48,35,51.9,47.3,54.7,54.8,36.6
416,14:40:49,35,52,47.2,54.8,54.8,36.6
417,14:40:50,35,52,47.3,54.8,54.8,36.6
418,14:40:51,35,51.9,47.3,54.7,54.8,36.6
419,14:40:52,35.2,51.9,47.3,54.7,54.8,36.6
420,14:40:53,35.2,51.8,47.3,54.6,54.8,36.6
421,14:40:54,35.2,51.7,47.3,54.5,54.7,36.6
422,14:40:55,35.2,51.8,47.4,54.7,54.7,36.6
423,14:40:56,35.3,51.9,47.4,54.8,54.7,36.6
424,14:40:57,35.3,51.6,47,54.3,54.7,36.6
425,14:40:58,35.3,51.5,46.5,54.1,54.6,36.6
426,14:40:59,35.2,51.9,45.8,54.3,54.6,36.6
427,14:41:00,35.2,51.7,46,54.1,54.5,36.6
428,14:41:01,35.2,51.6,46.1,54.1,54.4,36.6
429,14:41:02,35.3,51.6,46.3,54.1,54.4,36.6
430,14:41:03,35.3,51.6,46.3,54.1,54.3,36.6
431,14:41:04,35.3,51.6,46.3,54.1,54.3,36.6
432,14:41:05,35.3,51.6,46.2,54.1,54.2,36.6
433,14:41:06,35.3,51.5,46.4,54,54.1,36.6
434,14:41:07,35.3,51.5,46.3,54,54.1,36.5
435,14:41:08,35.3,51.5,46.3,54,54.1,36.5
436,14:41:09,35.3,51.6,46.1,54.1,54.1,36.5
437,14:41:10,35.3,51.6,46.2,54.1,54.1,36.5
438,14:41:11,35.3,51.6,46.1,54.1,54.1,36.5
439,14:41:12,35.2,52.3,46,54.7,54.1,36.5
440,14:41:13,35,53.4,46.1,55.8,54.3,36.5
441,14:41:14,35,54.3,45.9,56.6,54.5,36.5
442,14:41:15,34.9,55.1,44.8,57.1,54.8,36.5
443,14:41:16,34.8,56.3,42.8,57.7,55.2,36.5
444,14:41:17,34.9,57.2,40.9,58.2,55.6,36.5
445,14:41:18,35.1,58.1,38.2,58.7,56.1,36.5
446,14:41:19,34.9,58.6,36.5,59,56.6,36.5
447,14:41:20,35,59.1,34.3,59.2,57.1,36.5
448,14:41:21,35.1,58.9,31.8,58.9,57.6,36.5
