Frame No.,Time ,Local Temp [degC],Position x [cm],Position y [cm],Dist Opt [cm],Dist Opt Avg [cm],T Opt [degC]
2094,15:00:56,33.6,23.9,1.2,37.4,37.4,35.5
2095,15:00:57,33.6,23.9,1.2,37.4,37.4,35.5
2096,15:00:58,33.6,23.9,1.2,37.4,37.4,35.5
2097,15:00:59,33.6,23.9,1.2,37.4,37.4,35.5
2098,15:01:00,33.6,23.9,1.2,37.4,37.4,35.5
2099,15:01:01,33.7,23.9,1.2,37.4,37.4,35.5
2100,15:01:02,33.7,23.9,1.2,37.4,37.4,35.5
2101,15:01:03,33.7,23.9,1.2,37.4,37.4,35.5
2102,15:01:04,33.7,23.9,1.2,37.4,37.4,35.5
2103,15:01:05,33.7,23.9,1.2,37.4,37.4,35.5
2104,15:01:06,33.8,23.9,1.2,37.4,37.4,35.4
2105,15:01:07,33.8,23.9,1.2,37.4,37.4,35.4
2106,15:01:08,33.8,23.9,1.2,37.4,37.4,35.4
2107,15:01:09,33.8,23.9,1.2,37.4,37.4,35.4
2108,15:01:10,33.8,23.9,1.2,37.4,37.4,35.4
2109,15:01:11,33.8,23.9,1.2,37.4,37.4,35.5
2110,15:01:12,33.8,23.9,1.2,37.4,37.4,35.5
2111,15:01:13,33.8,23.9,1.2,37.4,37.4,35.5
2112,15:01:14,33.8,23.9,1.2,37.4,37.4,35.5
2113,15:01:15,33.8,23.9,1.2,37.4,37.4,35.5
2114,15:01:16,33.7,23.9,1.2,37.4,37.4,35.7
2115,15:01:17,33.7,23.9,1.2,37.4,37.4,35.7
2116,15:01:18,33.7,23.9,1.2,37.4,37.4,35.7
2117,15:01:19,33.7,23.9,1.2,37.4,37.4,35.7
2118,15:01:20,33.7,23.9,1.2,37.4,37.4,35.7
2119,15:01:21,33.8,23.9,1.2,37.4,37.4,35.7
2120,15:01:22,33.8,24,1.2,37.5,37.4,35.7
2121,15:01:23,33.8,24,1.2,37.5,37.5,35.7
2122,15:01:24,33.8,24,1.2,37.5,37.5,35.7
2123,15:01:25,33.8,24,1.2,37.5,37.5,35.7
2124,15:01:26,33.7,24,1.2,37.5,37.5,35.9
2125,15:01:27,33.7,24.1,1.2,37.6,37.5,35.9
2126,15:01:28,33.7,24.1,1.2,37.6,37.5,35.9
2127,15:01:29,33.7,24.1,1.2,37.6,37.5,35.9
2128,15:01:30,33.7,24,1.1,37.6,37.5,35.9
2129,15:01:31,33.5,24,1.1,37.6,37.5,35.9
2130,15:01:32,33.5,24,1.2,37.5,37.5,35.9
2131,15:01:33,33.5,24,1.2,37.5,37.5,35.9
2132,15:01:34,33.5,24,1.2,37.5,37.5,35.9
2133,15:01:35,33.5,24,1.2,37.5,37.5,35.9
2134,15:01:36,33.4,24,1.2,37.5,37.5,35.9
2135,15:01:37,33.5,24,1.3,37.4,37.5,35.9
2136,15:01:38,33.4,24,1.2,37.5,37.5,35.9
2137,15:01:39,33.4,23.9,1.2,37.4,37.5,35.9
2138,15:01:40,33.5,23.9,1.3,37.4,37.5,35.9
2139,15:01:41,33.3,23.9,1.3,37.4,37.5,36.1
2140,15:01:42,33.3,24,1.3,37.4,37.5,36.1
2141,15:01:43,33.3,23.9,1.3,37.4,37.4,36.1
2142,15:01:44,33.3,23.9,1.3,37.4,37.4,36.1
2143,15:01:45,33.5,23.9,1.3,37.4,37.4,36.2
2144,15:01:46,33.5,23.9,1.4,37.3,37.4,36.2
2145,15:01:47,33.5,23.8,1.4,37.2,37.4,36.2
2146,15:01:48,33.5,23.8,1.4,37.2,37.3,36.2
2147,15:01:49,33.5,23.9,1.4,37.3,37.3,36.2
2148,15:01:50,33.5,23.8,1.4,37.2,37.3,36.2
2149,15:01:51,33.4,23.8,1.3,37.3,37.3,36.2
2150,15:01:52,33.4,23.8,1.3,37.3,37.3,36.2
2151,15:01:53,33.4,23.8,1.3,37.3,37.3,36.2
2152,15:01:54,33.5,23.6,1.4,37.1,37.2,36.2
2153,15:01:55,33.5,23.6,1.4,37.1,37.2,36.2
2154,15:01:56,33.6,23.5,1.4,37.1,37.2,36.3
2155,15:01:57,33.6,23.6,1.3,37.2,37.2,36.3
2156,15:01:58,33.6,23.6,1.3,37.2,37.2,36.3
2157,15:01:59,33.6,23.6,1.3,37.2,37.2,36.3
2158,15:02:00,33.6,23.6,1.3,37.2,37.2,36.3
2159,15:02:01,33.4,23.8,1.2,37.4,37.2,36.5
2160,15:02:02,33.4,23.9,1.3,37.4,37.2,36.5
2161,15:02:03,33.4,23.8,1.3,37.3,37.2,36.5
2162,15:02:04,33.5,23.3,1.6,36.8,37.2,36.5
2163,15:02:05,33.5,22.3,2,35.8,37,36.5
2164,15:02:06,33.2,21.5,2.3,35,36.8,36.5
2165,15:02:07,33.2,21.1,2.6,34.6,36.6,36.5
2166,15:02:08,33.2,21.3,3.2,34.2,36.3,36.5
2167,15:02:09,33.2,21.1,3.9,33.6,35.9,36.5
2168,15:02:10,33.2,21,4.2,33.3,35.5,36.5
2169,15:02:11,33.1,20.3,4.7,32.4,35,36.5
2170,15:02:12,33.1,19.7,5.5,31.4,34.4,36.5
2171,15:02:13,33,19.3,5.8,31,33.8,36.5
2172,15:02:14,33,19.7,6.1,31,33.2,36.5
2173,15:02:15,33,20,6.1,31.2,32.8,36.5
2174,15:02:16,33.1,20.6,5.4,32.1,32.5,36.5
2175,15:02:17,33.2,21.6,4.7,33.2,32.3,36.5
2176,15:02:18,33.2,23.1,4.2,34.6,32.4,36.5
2177,15:02:19,33.2,24.3,3.5,36,32.6,36.5
2178,15:02:20,33.2,25,2,37.5,33,36.5
2179,15:02:21,33.2,25.3,1.1,38.5,33.6,36.5
2180,15:02:22,33.2,25.3,1.1,38.5,34.4,36.5
2181,15:02:23,33.2,25.2,1.2,38.3,35.1,36.5
2182,15:02:24,33.2,25.3,1.2,38.4,35.8,36.5
2183,15:02:25,33.2,25.8,1.3,38.6,36.6,36.5
2184,15:02:26,33,27,1.1,39.6,37.3,36.4
2185,15:02:27,32.8,28.6,0.5,41.1,38.1,36.4
2186,15:02:28,32.7,29.9,0.7,41.8,38.8,36.4
2187,15:02:29,32.5,31.4,1.5,42.4,39.5,36.4
2188,15:02:30,32.4,32.7,2.4,42.8,40,36.4
2189,15:02:31,32.1,34,3.3,43.2,40.5,36.4
2190,15:02:32,31.9,35.7,3.4,44.5,41.1,36.4
2191,15:02:33,31.9,36.6,4.3,44.7,41.7,36.4
2192,15:02:34,31.9,37.2,4.6,45,42.4,36.4
2193,15:02:35,31.9,36.9,4.7,44.8,43,36.4
2194,15:02:36,32.2,36.3,5.3,43.9,43.4,36.4
2195,15:02:37,32.2,35.7,5.1,43.5,43.7,36.4
2196,15:02:38,32.3,35.5,5.6,43.1,43.8,36.4
2197,15:02:39,32.4,35.5,6.4,42.6,43.8,36.4
2198,15:02:40,32.3,36,6.3,43.1,43.8,36.4
2199,15:02:41,32.3,37.4,5.9,44.5,44,36.3
2200,15:02:42,32.3,38.2,4.8,45.7,44.1,36.3
2201,15:02:43,32.2,38.3,3.9,46.4,44.2,36.3
2202,15:02:44,32.3,38,2.4,46.9,44.4,36.3
2203,15:02:45,32.2,37,1.4,46.8,44.6,36.3
2204,15:02:46,32.1,36,1.4,46,44.9,36.2
2205,15:02:47,32.1,34.7,0.8,45.3,45,36.2
2206,15:02:48,32.2,33,0.6,44.1,45.1,36.2
2207,15:02:49,32.2,32.2,1.2,43.2,45.2,36.2
2208,15:02:50,32.2,31.1,0.7,42.7,45.2,36.2
2209,15:02:51,32.5,29.9,0.5,42,44.9,36.2
2210,15:02:52,32.6,28.2,0.6,40.7,44.4,36.2
2211,15:02:53,32.8,26.8,0.7,39.7,43.7,36.2
2212,15:02:54,33,25.8,0.8,38.9,43,36.2
2213,15:02:55,33.1,24.5,1.2,37.9,42.1,36.2
2214,15:02:56,33.3,23.1,1.6,36.6,41.1,36.1
2215,15:02:57,33.3,22.2,1.8,35.9,40.2,36.1
2216,15:02:58,33.2,21.4,2.4,34.9,39.2,36.1
2217,15:02:59,33.2,19.8,2.7,33.7,38.3,36.1
2218,15:03:00,33.2,19.7,2.7,33.6,37.4,36.1
2219,15:03:01,33.2,19.5,2.7,33.5,36.5,36.1
2220,15:03:02,33.1,19.3,2.9,33.2,35.8,36.1
2221,15:03:03,33.1,18.5,3.5,32.4,35.1,36.1
2222,15:03:04,33.2,18.9,4.2,32,34.4,36.1
2223,15:03:05,33.1,19,5.8,30.8,33.7,36.1
2224,15:03:06,33.1,18.9,6.5,30.1,33,36.1
2225,15:03:07,33,18.5,6.7,29.7,32.4,36.1
2226,15:03:08,32.9,16.8,7,28.5,31.8,36.1
2227,15:03:09,33,14.9,7.8,26.7,31.1,36.1
2228,15:03:10,33.5,13.1,8.5,25.2,30.2,36.1
2229,15:03:11,33.8,12,8.7,24.5,29.3,35.9
2230,15:03:12,34.1,10.8,10.1,22.7,28.2,35.9
2231,15:03:13,34.1,10.1,12.2,20.5,27.1,35.9
2232,15:03:14,34,9,14.4,18,25.7,35.9
2233,15:03:15,34,7.7,16,16,24.2,35.9
2234,15:03:16,34.4,6.5,17.9,13.8,22.5,36
2235,15:03:17,34.9,5.1,19,12.1,20.8,36
2236,15:03:18,35.5,3.6,20.1,10.6,19,36
2237,15:03:19,35.7,2.7,21.2,9.2,17.2,36
2238,15:03:20,35.8,2.3,22.4,7.9,15.5,36
2239,15:03:21,35.9,2.5,24,6.5,13.7,35.8
2240,15:03:22,35.9,1.4,25.1,5.1,12,35.8
2241,15:03:23,35.9,0.9,26.8,3.3,10.3,35.8
2242,15:03:24,35.8,1.1,28.8,1.7,8.6,35.8
2243,15:03:25,35.8,1.9,30.4,2,7.2,35.8
2244,15:03:26,36.1,1.6,31.6,2.3,6.1,36.3
2245,15:03:27,35.8,1.1,32.9,3.1,5.2,36.3
2246,15:03:28,35.3,2.2,34.4,4.9,4.6,36.3
2247,15:03:29,34.8,2.8,35.9,6.6,4.3,36.3
2248,15:03:30,34.6,3.9,36.9,7.9,4.3,36.3
2249,15:03:31,34.7,4.2,38.6,9.5,4.6,36.5
2250,15:03:32,34.7,4.1,39.4,10.3,5.1,36.5
2251,15:03:33,34.6,3.3,40.5,11,5.9,36.5
2252,15:03:34,34.5,3.3,41.7,12.2,7,36.5
2253,15:03:35,34.6,3,40.8,11.2,7.9,36.5
2254,15:03:36,34.7,2.5,39.2,9.5,8.6,36.6
2255,15:03:37,34.7,1.7,37.6,7.8,9.1,36.6
2256,15:03:38,35.1,1.6,35.9,6.1,9.2,36.6
2257,15:03:39,35.4,1.3,34.8,4.9,9,36.6
2258,15:03:40,35.6,1.1,34.3,4.4,8.7,36.6
2259,15:03:41,35.6,1.1,33.9,4.1,8.1,36.4
2260,15:03:42,36,1,32.2,2.4,7.4,36.4
2261,15:03:43,36.4,1.3,30.4,1.3,6.4,36.4
2262,15:03:44,36.4,1.7,29.3,1.8,5.4,36.4
2263,15:03:45,36.4,2.3,28.3,2.9,4.5,36.4
2264,15:03:46,36.3,1.9,26.8,3.7,4,36.5
2265,15:03:47,36.2,1.3,25.6,4.5,3.6,36.5
2266,15:03:48,36.1,1.9,24.1,6.2,3.6,36.5
2267,15:03:49,35.9,2,22.3,8,3.9,36.5
2268,15:03:50,35.8,3,20.8,9.7,4.5,36.5
2269,15:03:51,35.4,3.3,19.1,11.4,5.2,36.5
2270,15:03:52,34,3.9,17,13.5,6.3,36.5
2271,15:03:53,34.5,5.1,14.9,15.9,7.8,36.5
2272,15:03:54,34.3,6.4,13.3,17.8,9.4,36.5
2273,15:03:55,34.2,8,11.7,20,11.1,36.5
2274,15:03:56,34,9.7,10.8,21.5,12.9,36.5
2275,15:03:57,34,11,9.2,23.5,14.8,36.5
2276,15:03:58,33.8,11.8,7.4,25.5,16.7,36.5
2277,15:03:59,33.5,13.4,6.6,27,18.6,36.5
2278,15:04:00,33.4,15.6,5.1,29.3,20.5,36.5
2279,15:04:01,33.4,17.5,3.5,31.8,22.6,36.5
2280,15:04:02,33.5,19.5,2.7,33.5,24.6,36.5
2281,15:04:03,33.5,21.1,1.9,35.2,26.5,36.5
2282,15:04:04,33.6,23.2,1.9,36.4,28.4,36.5
2283,15:04:05,33.5,25.2,1.2,38.3,30.2,36.5
2284,15:04:06,33.4,27,0.6,39.9,32.1,36.5
2285,15:04:07,33.1,29.1,0.4,41.5,33.8,36.5
2286,15:04:08,32.8,31.1,0.5,42.9,35.6,36.5
2287,15:04:09,32.6,32.8,0.7,44,37.3,36.5
2288,15:04:10,32.4,34.7,0.9,45.2,38.9,36.5
2289,15:04:11,32.3,36.5,1.4,46.4,40.3,36.5
2290,15:04:12,32.4,37.8,1.7,47.3,41.7,36.5
2291,15:04:13,32.3,37.5,2.5,46.5,42.8,36.5
2292,15:04:14,32.3,37.6,4.2,45.6,43.8,36.5
2293,15:04:15,32.5,36.8,6.1,43.9,44.3,36.5
2294,15:04:16,32.5,35.3,6.1,42.7,44.6,36.4
2295,15:04:17,32.7,33,4.7,41.5,44.6,36.4
2296,15:04:18,32.8,30.5,4,40,44.3,36.4
2297,15:04:19,33,28,4,38.2,43.7,36.4
2298,15:04:20,33.2,26.5,2.8,37.9,43,36.4
2299,15:04:21,33.2,24.5,1.8,37.4,42.1,36.6
2300,15:04:22,33.3,22.8,1.6,36.5,41,36.6
2301,15:04:23,33.3,20.7,2.1,34.7,39.8,36.6
2302,15:04:24,33.3,19.4,2.5,33.7,38.6,36.6
2303,15:04:25,33.2,18.9,3.3,32.7,37.5,36.6
2304,15:04:26,33.3,18.1,3.2,32.4,36.5,36.6
2305,15:04:27,33.4,18.4,4.2,31.7,35.5,36.6
2306,15:04:28,33.4,19.1,4.7,31.7,34.7,36.6
2307,15:04:29,33.4,19.8,5.8,31.3,34,36.6
2308,15:04:30,33.4,20.2,4.8,32.3,33.4,36.6
2309,15:04:31,33.3,19.4,4.1,32.4,32.9,36.4
2310,15:04:32,33.3,18.2,3.4,32.3,32.5,36.4
2311,15:04:33,33.4,16.9,4.7,30.4,32.1,36.4
2312,15:04:34,33.5,14.7,5.5,28.6,31.6,36.4
2313,15:04:35,33.8,12.3,6.9,26.1,30.9,36.4
2314,15:04:36,34.1,10.5,8.8,23.6,30,36.4
2315,15:04:37,34.1,8.6,10.8,21,29,36.4
2316,15:04:38,34.3,7.6,12.9,18.7,27.7,36.4
2317,15:04:39,34.5,6.7,14.9,16.5,26.2,36.4
2318,15:04:40,34.6,6.4,16.6,14.8,24.4,36.4
2319,15:04:41,35.5,5.3,18.9,12.3,22.4,36
2320,15:04:42,35.9,4.9,20,11.2,20.3,36
2321,15:04:43,36.5,4.3,22.2,8.9,18.2,36
2322,15:04:44,36.7,4.2,23.9,7.4,16.1,36
2323,15:04:45,36.7,3.1,24.8,6,14.1,36
2324,15:04:46,36.3,2.5,26.1,4.7,12.2,35.9
2325,15:04:47,35.9,2.4,28,3.1,10.4,35.9
2326,15:04:48,35.7,2.8,29.9,2.8,8.8,35.9
2327,15:04:49,35.7,2.8,31.9,3.4,7.5,35.9
2328,15:04:50,35.6,2.4,33.3,4.1,6.4,35.9
2329,15:04:51,35.4,2.8,33.8,4.8,5.7,35.8
2330,15:04:52,35.3,3.8,35.2,6.4,5.2,35.8
2331,15:04:53,35.2,3.8,37,7.9,5.1,35.8
2332,15:04:54,35.2,4.5,38.6,9.7,5.3,35.8
2333,15:04:55,35.1,5.7,39.1,10.7,5.8,35.8
2334,15:04:56,35,6.5,40.2,12.1,6.5,36
2335,15:04:57,34.9,6.4,41.3,13,7.5,36
2336,15:04:58,34.9,5.6,42.2,13.4,8.6,36
2337,15:04:59,34.8,5.3,43.9,14.9,9.7,36
2338,15:05:00,34.3,5.5,45.3,16.2,10.9,36
2339,15:05:01,33.9,6.6,47.1,18.3,12.3,35.9
2340,15:05:02,33.6,7.8,48.3,19.9,13.6,35.9
2341,15:05:03,33.6,8.4,48.5,20.4,14.9,35.9
2342,15:05:04,33.3,9.8,49,21.3,16,35.9
2343,15:05:05,33.2,10.9,49.4,22.2,17.2,35.9
2344,15:05:06,33.2,11.8,50.2,23.4,18.3,36
2345,15:05:07,33,13.3,51.3,25.1,19.5,36
2346,15:05:08,32.9,14.9,52,26.6,20.8,36
2347,15:05:09,32.8,16.1,52.2,27.5,22.1,36
2348,15:05:10,32.8,16.6,52.4,27.9,23.3,36
2349,15:05:11,32.8,16.4,52.3,27.7,24.2,36.2
2350,15:05:12,32.8,16.5,52.2,27.7,25,36.2
2351,15:05:13,32.8,16.1,52.3,27.5,25.7,36.2
2352,15:05:14,32.8,16.1,52.3,27.5,26.3,36.2
2353,15:05:15,32.8,16,53,28,26.9,36.2
2354,15:05:16,32.9,16.3,54.5,29.4,27.5,35.9
2355,15:05:17,32.9,16.6,56,30.8,28.1,35.9
2356,15:05:18,33.1,18,56.5,32,28.6,35.9
2357,15:05:19,32.9,18.8,57.1,32.9,29.2,35.9
2358,15:05:20,33.1,18.8,56.4,32.4,29.6,35.9
2359,15:05:21,33.2,19.3,55.3,31.8,30,36
2360,15:05:22,33.2,19,53.7,30.4,30.3,36
2361,15:05:23,33.1,18.8,52.4,29.2,30.5,36
2362,15:05:24,32.9,17.4,50.9,27.2,30.4,36
2363,15:05:25,33,16.3,48.5,24.7,30.1,36
2364,15:05:26,33.3,14.5,47,22.4,29.4,35.9
2365,15:05:27,33.8,12.3,46.3,20.4,28.3,35.9
2366,15:05:28,34.2,9.8,45.9,18.7,27,35.9
2367,15:05:29,34.2,7.7,45.1,16.9,25.4,35.9
2368,15:05:30,34.1,6.8,45.5,16.9,23.9,35.9
2369,15:05:31,34.1,6.5,45.3,16.6,22.3,35.8
2370,15:05:32,34.2,5.7,44.2,15.3,20.8,35.8
2371,15:05:33,34.6,4.3,43.1,13.8,19.3,35.8
2372,15:05:34,34.6,3.4,41.4,11.9,17.8,35.8
2373,15:05:35,34.6,2.8,39.4,9.8,16.3,35.8
2374,15:05:36,34.6,1.7,37.4,7.6,14.8,35.8
2375,15:05:37,34.8,1.1,35.8,5.9,13.4,35.8
2376,15:05:38,35,1.3,34.4,4.5,11.9,35.8
2377,15:05:39,35.3,0.9,32.9,3,10.5,35.8
2378,15:05:40,35.5,0.9,30.9,1.3,9,35.8
2379,15:05:41,35.8,1.5,29.6,1.5,7.5,35.8
2380,15:05:42,35.7,2.6,29.5,2.7,6.2,35.8
2381,15:05:43,35.7,3.5,28.9,3.7,5.2,35.8
2382,15:05:44,35.7,4.8,28.2,5.1,4.5,35.8
2383,15:05:45,35.7,4.9,27.7,5.4,4.1,35.8
2384,15:05:46,35.8,4.5,27.1,5.4,3.9,35.7
2385,15:05:47,36,4.4,25.4,6.4,3.9,35.7
2386,15:05:48,36.1,5.1,23.9,8,4.2,35.7
2387,15:05:49,35.9,5.7,23,9,4.8,35.7
2388,15:05:50,35.9,5.8,22.7,9.3,5.6,35.7
2389,15:05:51,35.8,6.1,22.7,9.5,6.4,35.8
2390,15:05:52,35.7,6.4,22.7,9.7,7.1,35.8
2391,15:05:53,35.6,6.5,22.6,9.8,7.8,35.8
2392,15:05:54,35.6,6.7,22.5,10.1,8.3,35.8
2393,15:05:55,35.6,6.7,22.6,10,8.7,35.8
2394,15:05:56,35.5,6.9,22.3,10.4,9.2,35.7
2395,15:05:57,35.3,7.3,21.4,11.2,9.7,35.7
2396,15:05:58,35.3,7.3,21.3,11.3,10,35.7
2397,15:05:59,35.2,7.4,21.3,11.4,10.3,35.7
2398,15:06:00,35.2,7.4,21.2,11.5,10.5,35.7
2399,15:06:01,35.3,7.4,21.2,11.5,10.7,35.9
2400,15:06:02,35.3,7.5,21.2,11.5,10.9,35.9
2401,15:06:03,35.2,7.6,20.8,11.9,11.1,35.9
2402,15:06:04,35.1,7.5,20,12.5,11.3,35.9
2403,15:06:05,34.9,7,18.9,13.1,11.6,35.9
2404,15:06:06,34.8,6.8,17.7,14.1,12,35.9
2405,15:06:07,34.3,6.7,16.4,15.2,12.4,35.9
2406,15:06:08,34.1,6.7,14.6,16.8,13,35.9
2407,15:06:09,34,6,13.5,17.6,13.6,35.9
2408,15:06:10,33.8,6.6,12.5,18.7,14.3,35.9
2409,15:06:11,33.5,7.8,12.2,19.5,15.1,35.9
2410,15:06:12,33.2,9.5,11.5,20.9,16,35.9
2411,15:06:13,33.1,11,11.2,21.8,17,35.9
2412,15:06:14,33.1,12.3,10.1,23.4,18.1,35.9
2413,15:06:15,32.9,14,8.4,25.7,19.4,35.9
2414,15:06:16,32.7,16.1,7.4,27.8,20.7,36
2415,15:06:17,32.9,18.2,6.1,30,22.2,36
2416,15:06:18,33,20.1,4.7,32.3,23.8,36
2417,15:06:19,33.1,21.5,3.3,34.3,25.4,36
2418,15:06:20,33.1,23,1.6,36.5,27.2,36
2419,15:06:21,33,24.5,0.9,38,29.1,36
2420,15:06:22,32.8,26.3,0.6,39.4,30.9,36
2421,15:06:23,32.8,26.5,0.5,39.6,32.7,36
2422,15:06:24,32.7,27.4,0.9,39.9,34.4,36
2423,15:06:25,32.4,29.1,1.7,40.6,35.9,36
2424,15:06:26,32.2,31.1,2.1,41.8,37.3,35.9
2425,15:06:27,32.3,32.4,2.5,42.5,38.5,35.9
2426,15:06:28,32.4,33.6,3.4,42.9,39.6,35.9
2427,15:06:29,32.6,34.4,4.1,43.1,40.4,35.9
2428,15:06:30,32.6,34.4,4.1,43.1,41.1,35.9
2429,15:06:31,32.7,34.4,4.1,43.1,41.6,36.1
2430,15:06:32,32.7,34.3,4,43.1,42,36.1
2431,15:06:33,32.7,34.5,3.8,43.4,42.3,36.1
2432,15:06:34,32.6,34.4,3.6,43.4,42.7,36.1
2433,15:06:35,32.5,33.6,3,43.1,42.9,36.1
2434,15:06:36,32.4,32.7,2.1,43,43.1,36.1
2435,15:06:37,32.4,31.8,1.1,43,43.1,36.1
2436,15:06:38,32.4,30.5,0.5,42.4,43.1,36.1
2437,15:06:39,32.6,28.9,0.5,41.3,42.9,36.1
2438,15:06:40,32.8,26.9,0.6,39.8,42.6,36.1
2439,15:06:41,33,25.7,0.7,38.9,42.1,36.1
2440,15:06:42,33.1,24.9,0.9,38.3,41.7,36.1
2441,15:06:43,33.3,23.1,1.5,36.7,41,36.1
2442,15:06:44,33.3,21.5,1.9,35.4,40.2,36.1
2443,15:06:45,33.2,20.7,2.4,34.5,39.3,36.1
2444,15:06:46,33.3,19.4,3.2,33.1,38.3,36.2
2445,15:06:47,33.3,18.5,3.6,32.3,37.3,36.2
2446,15:06:48,33.3,18.5,3.5,32.4,36.3,36.2
2447,15:06:49,33.3,18.5,3.6,32.3,35.4,36.2
2448,15:06:50,33.3,18.5,3.7,32.2,34.6,36.2
2449,15:06:51,33.3,18.2,3.9,31.8,33.9,36.2
2450,15:06:52,33.3,18.2,3.9,31.8,33.2,36.2
2451,15:06:53,33.3,18.2,4,31.7,32.7,36.2
2452,15:06:54,33.2,18,3.9,31.7,32.4,36.2
2453,15:06:55,33.3,18.1,3.8,31.8,32.1,36.2
2454,15:06:56,33.2,18.2,3.4,32.3,32,36.2
2455,15:06:57,33.2,18.1,3.4,32.2,32,36.2
2456,15:06:58,33.2,18.1,3.5,32.1,32,36.2
2457,15:06:59,33.2,18.2,3.4,32.3,32,36.2
2458,15:07:00,33.2,18.3,3.3,32.4,32,36.2
2459,15:07:01,33.2,18.3,3.4,32.3,32.1,36.2
2460,15:07:02,33.2,18.3,3.4,32.3,32.1,36.2
2461,15:07:03,33.2,18.3,3.3,32.4,32.2,36.2
2462,15:07:04,33.2,18.3,3.4,32.3,32.2,36.2
2463,15:07:05,33.2,18.3,3.4,32.3,32.3,36.2
2464,15:07:06,33.4,18.3,3.4,32.3,32.3,36.3
2465,15:07:07,33.4,18.3,3.4,32.3,32.3,36.3
2466,15:07:08,33.4,18.3,3.3,32.4,32.3,36.3
2467,15:07:09,33.4,18.3,3.3,32.4,32.3,36.3
2468,15:07:10,33.4,18.3,3.4,32.3,32.3,36.3
2469,15:07:11,33.4,18.3,3.4,32.3,32.3,36.4
2470,15:07:12,33.4,18.3,3.3,32.4,32.3,36.4
2471,15:07:13,33.4,18.3,3.4,32.3,32.3,36.4
2472,15:07:14,33.4,18.3,3.3,32.4,32.3,36.4
2473,15:07:15,33.4,18.3,3.4,32.3,32.3,36.4
2474,15:07:16,33.3,18.3,3.4,32.3,32.3,36.3
2475,15:07:17,33.3,18.3,3.4,32.3,32.3,36.3
2476,15:07:18,33.3,18.3,3.4,32.3,32.3,36.3
2477,15:07:19,33.3,18.3,3.3,32.4,32.3,36.3
2478,15:07:20,33.3,18.3,3.4,32.3,32.3,36.3
2479,15:07:21,33.5,18.3,3.4,32.3,32.3,36.3
2480,15:07:22,33.5,18.3,3.3,32.4,32.3,36.3
2481,15:07:23,33.5,18.3,3.3,32.4,32.3,36.3
2482,15:07:24,33.5,18.3,3.4,32.3,32.3,36.3
2483,15:07:25,33.5,18.3,3.3,32.4,32.3,36.3
2484,15:07:26,33.5,18.3,3.4,32.3,32.3,36.3
2485,15:07:27,33.5,18.3,3.3,32.4,32.4,36.3
2486,15:07:28,33.5,18.3,3.4,32.3,32.4,36.3
2487,15:07:29,33.5,18.3,3.4,32.3,32.3,36.3
2488,15:07:30,33.5,18.3,3.3,32.4,32.4,36.3
2489,15:07:31,33.5,18.3,3.3,32.4,32.4,36.2
2490,15:07:32,33.5,18.3,3.3,32.4,32.4,36.2
2491,15:07:33,33.5,18.3,3.3,32.4,32.4,36.2
2492,15:07:34,33.5,18.3,3.3,32.4,32.4,36.2
2493,15:07:35,33.5,18.3,3.3,32.4,32.4,36.2
2494,15:07:36,33.5,18.3,3.3,32.4,32.4,36.1
2495,15:07:37,33.5,18.3,3.3,32.4,32.4,36.1
2496,15:07:38,33.5,18.3,3.4,32.3,32.4,36.1
2497,15:07:39,33.5,18.3,3.3,32.4,32.4,36.1
2498,15:07:40,33.5,18.3,3.3,32.4,32.4,36.1
2499,15:07:41,33.2,18.3,3.4,32.3,32.4,36.1
2500,15:07:42,33.2,18.3,3.3,32.4,32.4,36.1
2501,15:07:43,33.2,18.3,3.3,32.4,32.4,36.1
2502,15:07:44,33.2,18.3,3.4,32.3,32.4,36.1
2503,15:07:45,33.2,18.3,3.4,32.3,32.4,36.1
2504,15:07:46,33.1,18.3,3.3,32.4,32.4,36.1
2505,15:07:47,33.1,18.3,3.4,32.3,32.4,36.1
2506,15:07:48,33.1,18.3,3.4,32.3,32.4,36.1
2507,15:07:49,33.1,18.3,3.3,32.4,32.4,36.1
2508,15:07:50,33.1,18.3,3.3,32.4,32.4,36.1
2509,15:07:51,33.1,18.3,3.4,32.3,32.4,36
2510,15:07:52,33.1,18.3,3.3,32.4,32.4,36
2511,15:07:53,33.1,18.3,3.3,32.4,32.4,36
2512,15:07:54,33.1,18.3,3.3,32.4,32.4,36
2513,15:07:55,33.1,18.3,3.3,32.4,32.4,36
2514,15:07:56,33,18.3,3.3,32.4,32.4,35.9
2515,15:07:57,33,18.3,3.3,32.4,32.4,35.9
2516,15:07:58,33,18.3,3.3,32.4,32.4,35.9
2517,15:07:59,33,18.3,3.3,32.4,32.4,35.9
2518,15:08:00,33,18.3,3.3,32.4,32.4,35.9
2519,15:08:01,32.9,18.3,3.3,32.4,32.4,35.9
2520,15:08:02,32.9,18.3,3.3,32.4,32.4,35.9
2521,15:08:03,32.9,18.3,3.3,32.4,32.4,35.9
2522,15:08:04,32.9,18.3,3.4,32.3,32.4,35.9
2523,15:08:05,32.9,18.3,3.3,32.4,32.4,35.9
2524,15:08:06,32.9,18.3,3.3,32.4,32.4,35.9
2525,15:08:07,32.9,18.4,3.3,32.5,32.4,35.9
2526,15:08:08,32.9,18.3,3.3,32.4,32.4,35.9
2527,15:08:09,32.9,18.3,3.3,32.4,32.4,35.9
